DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,l_bmi_all_fe,l_bmi_ur_fe,l_bmi_ru_fe,h_bmi_all_fe,h_bmi_ur_fe,h_bmi_ru_fe,hh_bmi_all_fe,hh_bmi_ur_fe,hh_bmi_ru_fe,hhh_bmi_all_fe,hhh_bmi_ur_fe,hhh_bmi_ru_fe,h_hemoglobin_all_fe,h_hemoglobin_ur_fe,h_hemoglobin_ru_fe,l_hemoglobin_all_fe,l_hemoglobin_ur_fe,l_hemoglobin_ru_fe,hh_hemoglobin_all_fe,hh_hemoglobin_ur_fe,hh_hemoglobin_ru_fe,h_hemoglobin_all_pw,h_hemoglobin_ur_pw,h_hemoglobin_ru_pw,l_hemoglobin_all_pw,l_hemoglobin_ur_pw,l_hemoglobin_ru_pw,hh_hemoglobin_all_pw,hh_hemoglobin_ur_pw,hh_hemoglobin_ru_pw,h_hemoglobin_all_npw,h_hemoglobin_ur_npw,h_hemoglobin_ru_npw,l_hemoglobin_all_npw,l_hemoglobin_ur_npw,l_hemoglobin_ru_npw,hh_hemoglobin_all_npw,hh_hemoglobin_ur_npw,hh_hemoglobin_ru_npw,h_glucose_all_fe,h_glucose_ur_fe,h_glucose_ru_fe,hh_glucose_all_fe,hh_glucose_ur_fe,hh_glucose_ru_fe,l_glucose_all_fe,l_glucose_ur_fe,l_glucose_ru_fe,h_bp_all_fe,h_bp_ur_fe,h_bp_ru_fe,l_bp_all_fe,l_bp_ur_fe,l_bp_ru_fe,hh_bp_all_fe,hh_bp_ur_fe,hh_bp_ru_fe,hhh_bp_all_fe,hhh_bp_ur_fe,hhh_bp_ru_fe,hhhh_bp_all_fe,hhhh_bp_ur_fe,hhhh_bp_ru_fe,hh_cbp_all_fe,hh_cbp_ur_fe,hh_cbp_ru_fe,h_cbp_all_fe,h_cbp_ur_fe,h_cbp_ru_fe,l_cbp_all_fe,l_cbp_ur_fe,l_cbp_ru_fe,sum_bp_all_fe,ad_hbp_all_fe,ad_lowbp_all_fe,ad_elevatedbp_all_fe,ad_highbp_all_fe,adseverebp_all_fe,sum_bp_ur_fe,ad_hbp_ur_fe,ad_lowbp_ur_fe,ad_elevatedbp_ur_fe,ad_highbp_ur_fe,adseverebp_ur_fe,sum_bp_ru_fe,ad_hbp_ru_fe,ad_lowbp_ru_fe,ad_elevatedbp_ru_fe,ad_highbp_ru_fe,adseverebp_ru_fe,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,sum_bp_all_ma,ad_hbp_all_ma,ad_lowbp_all_ma,ad_elevatedbp_all_ma,ad_highbp_all_ma,adseverebp_all_ma,sum_bp_ur_ma,ad_hbp_ur_ma,ad_lowbp_ur_ma,ad_elevatedbp_ur_ma,ad_highbp_ur_ma,adseverebp_ur_ma,sum_bp_ru_ma,ad_hbp_ru_ma,ad_lowbp_ru_ma,ad_elevatedbp_ru_ma,ad_highbp_ru_ma,adseverebp_ru_ma
Bokaro,Jharkhand,20,355,0.300520062,0.236002237,0.369234949,0.571898878,0.567627728,0.576447845,0.087061599,0.129827857,0.04151326,0.040519487,0.066542186,0.012803937,0.242584571,0.290102422,0.192124903,0.755657017,0.709045112,0.805154681,0.001758387,0.00085245,0.00272041,0.123898417,0.183684945,0.038325977,0.876101553,0.816315055,0.961674035,0,0,0,0.246072069,0.293691874,0.195940509,0.752117872,0.705426931,0.801271617,0.001810056,0.000881203,0.002787901,0.63296634,0.634283781,0.63156724,0.294523567,0.283591598,0.306132346,0.072510108,0.082124598,0.062300388,0.553036869,0.559638858,0.546026289,0.032627627,0.030797414,0.034571126,0.063660011,0.066396996,0.060753617,0.29500562,0.28159219,0.309249341,0.076344773,0.078553341,0.073999494,0.019779468,0.022008041,0.017412953,0.297671884,0.289197505,0.306670845,0.682548642,0.688794494,0.675916195,1.020674944,0.541834474,0.031966716,0.062370505,0.289029956,0.074798323,1.016978741,0.550295532,0.030283242,0.065288477,0.276890934,0.077241875,1.02459991,0.532916605,0.033741098,0.059294965,0.30182448,0.072222821,0.365527719,0.358446538,0.37233907,0.537786722,0.572295427,0.504592955,0.096685544,0.069258034,0.123067975,0.389053226,0.376398325,0.401312232,0.029912677,0.019941973,0.039571449,0.111890279,0.090641066,0.13247472,0.401626766,0.427036047,0.377012372,0.101925194,0.12337824,0.081143305,0.022408018,0.026205806,0.018729042,0.450169027,0.383256018,0.51498872,0.527422965,0.590538204,0.466282248,1.034408092,0.376111925,0.028917674,0.108168408,0.388267219,0.0985348,1.037395597,0.362830073,0.019223113,0.087373674,0.411642432,0.11893075,1.031514049,0.389051646,0.038362492,0.128427446,0.365494162,0.078664273
Lohardaga,Jharkhand,20,356,0.329698116,0.175738722,0.350785673,0.57395339,0.522128701,0.581051767,0.064176507,0.206585348,0.044670999,0.032171987,0.095547259,0.02349158,0.298841238,0.409454942,0.283774525,0.700186491,0.590545058,0.715120792,0.000972265,0,0.001104697,0.08565779,0,0.093251735,0.914342225,1,0.906748235,0,0,0,0.309466273,0.423099369,0.293706596,0.689513028,0.576900601,0.705131114,0.001020722,0,0.001162285,0.625737131,0.690417349,0.616995513,0.267428845,0.18581444,0.278459072,0.106834061,0.123768203,0.1045454,0.606916428,0.614052117,0.605939925,0.035763353,0.023313403,0.037467092,0.06128237,0.040941186,0.064066,0.241910711,0.266700029,0.238518357,0.069072202,0.085717179,0.066794381,0.019726036,0.015148336,0.020352481,0.358236969,0.366994381,0.357038558,0.622036994,0.617857277,0.62260896,1.01494503,0.597979605,0.035236739,0.060379989,0.238348588,0.068055116,1.030723929,0.595748365,0.022618474,0.039720807,0.2587502,0.083162114,1.012785792,0.598290324,0.036994092,0.06325721,0.235507205,0.065951146,0.508494198,0.411841452,0.522490203,0.462397158,0.5,0.456952006,0.029108662,0.088158548,0.020557825,0.410963535,0.306327909,0.427451313,0.013778649,0,0.015949791,0.101834536,0.072147682,0.106512383,0.365215689,0.549376726,0.33619687,0.177237615,0.144295365,0.182428434,0.024391932,0,0.028235441,0.644209027,0.603787243,0.65057838,0.331399053,0.396212757,0.321186155,1.069030046,0.384426564,0.012888926,0.095258817,0.341632754,0.165792927,1.072147727,0.285714269,0,0.067292668,0.51240766,0.134585336,1.068538785,0.400033504,0.014926732,0.099680409,0.314632356,0.170727015
Purbi Singhbhum,Jharkhand,20,357,0.198208213,0.144697323,0.273651779,0.619833648,0.595323622,0.654389679,0.117696367,0.160754874,0.056989327,0.064261764,0.099224158,0.014969219,0.307919294,0.365663171,0.229329497,0.69163084,0.634336829,0.769608438,0.000449834,0,0.001062062,0.183844194,0.234434053,0.146811903,0.816155791,0.765565932,0.853188097,0,0,0,0.311927348,0.368744612,0.233006269,0.687608302,0.631255388,0.76588434,0.000464365,0,0.001109384,0.645999849,0.663416684,0.622295439,0.281647891,0.275959671,0.28938958,0.07235226,0.060623657,0.088314973,0.534045696,0.550221741,0.511920333,0.016650164,0.013899494,0.020412488,0.09744215,0.100709282,0.092973404,0.287626207,0.27910006,0.299288124,0.082013749,0.077204779,0.088591389,0.011640683,0.007848801,0.01682716,0.369236648,0.353976101,0.390109837,0.619122684,0.63817513,0.593062997,1.01777792,0.524717331,0.016359329,0.095740087,0.282602131,0.080581181,1.02113533,0.53883332,0.013611804,0.098624811,0.273323298,0.075606801,1.01318574,0.505258143,0.020146837,0.091763437,0.295393139,0.087438449,0.369465977,0.334498495,0.414863199,0.573124945,0.610221863,0.52496314,0.057409085,0.055279661,0.060173649,0.339548945,0.357809246,0.315842152,0.016919574,0.009651781,0.026355132,0.119346507,0.113822542,0.126518115,0.464824975,0.460870266,0.469959259,0.098956302,0.102215365,0.094725154,0.016046574,0.012981709,0.020025598,0.605577528,0.588794649,0.627366245,0.378375918,0.398223668,0.352608144,1.039596319,0.326616138,0.016275138,0.114800818,0.447120637,0.095187239,1.044369221,0.342608005,0.009241733,0.108986877,0.441290557,0.097872823,1.03339982,0.305634022,0.025503326,0.122429006,0.454770029,0.091663606
Palamu,Jharkhand,20,358,0.294616669,0.207950994,0.310793996,0.564516306,0.499410212,0.576669276,0.087013565,0.199707001,0.065977789,0.05385346,0.092931807,0.04655895,0.423860192,0.404537797,0.427474737,0.575120509,0.595462203,0.571315289,0.00101929,0,0.001209963,0.152229041,NA,0.152229041,0.847770989,NA,0.847770989,0,NA,0,0.438874543,0.404537797,0.445723593,0.560049832,0.595462203,0.552986205,0.001075631,0,0.001290184,0.707369745,0.782963693,0.693228781,0.220767722,0.130797908,0.237597927,0.071862504,0.086238399,0.069173276,0.574168205,0.650508344,0.559902549,0.052287195,0.03604852,0.055321697,0.053176347,0.024274999,0.058577113,0.251293033,0.211715087,0.258688897,0.080431245,0.072495446,0.081914201,0.019363347,0.004648134,0.022113163,0.277018934,0.220190927,0.287638336,0.703617692,0.775160909,0.690248489,1.011355996,0.567721188,0.051700089,0.052579258,0.248471394,0.079528123,0.995042384,0.653749406,0.036228124,0.024395945,0.212769926,0.072856642,1.014404416,0.551952004,0.054536138,0.057745326,0.255015552,0.080751032,0.47187534,0.550059795,0.451691359,0.460976392,0.371360213,0.484111577,0.067148261,0.078579977,0.064197071,0.439297974,0.289988041,0.476879835,0.027003868,0,0.033800837,0.162617266,0.184284002,0.157163665,0.310664177,0.420023918,0.283137918,0.092600085,0.105704032,0.089301772,0.013467386,0,0.016857177,0.593582213,0.739928186,0.556746423,0.392950386,0.260071784,0.4263964,1.032183409,0.425600708,0.026161889,0.157546878,0.300977677,0.089712821,1,0.289988041,0,0.184284002,0.420023918,0.105704032,1.040284038,0.458413094,0.03249193,0.151077643,0.272173673,0.085843645
Latehar,Jharkhand,20,359,0.286785215,0.182689771,0.294942558,0.623305976,0.614069164,0.624029815,0.05633549,0.154856041,0.048615038,0.033573292,0.048385017,0.032412585,0.418840736,0.342314124,0.42495504,0.579009593,0.657685876,0.572723567,0.002149667,0,0.002321421,0.109131984,0.144312739,0.106233716,0.890868008,0.855687261,0.893766284,0,0,0,0.433348268,0.351868331,0.43984887,0.564401329,0.648131669,0.557721198,0.002250363,0,0.002429901,0.649089813,0.608826637,0.65230304,0.245723382,0.206440464,0.248858407,0.10518682,0.184732869,0.098838523,0.584633231,0.674790978,0.577421069,0.037858281,0.014556861,0.039722286,0.063504145,0.028473729,0.06630642,0.24559778,0.214946449,0.248049736,0.077513494,0.067231983,0.078335963,0.01952767,0.024042182,0.019166529,0.349208772,0.222577408,0.359338701,0.631263554,0.753380418,0.62149477,1.009106874,0.579357088,0.037516624,0.062931038,0.243381336,0.076813959,1,0.674790978,0.014556861,0.028473729,0.214946449,0.067231983,1.009835482,0.571797192,0.039335404,0.065660618,0.245633811,0.077572994,0.435147136,0.39199841,0.443270475,0.448838264,0.517468154,0.435917735,0.116014607,0.090533443,0.120811798,0.451276243,0.517468154,0.4388147,0.02620073,0,0.031133389,0.105485983,0.163598716,0.094545439,0.326413423,0.275732487,0.335954845,0.120203577,0.108001597,0.12250077,0.017839974,0,0.021198602,0.494867921,0.435199052,0.506101429,0.487292111,0.564800978,0.47269997,1.029579997,0.438311011,0.02544798,0.102455355,0.317035526,0.116750106,1.064800978,0.485976398,0,0.153642535,0.258952141,0.101428904,1.0229491,0.428970218,0.030434934,0.092424385,0.328417957,0.119752556
Hazaribagh,Jharkhand,20,360,0.312632173,0.277511209,0.321002841,0.588156819,0.542167723,0.599117815,0.080409124,0.138780802,0.066496909,0.018801877,0.04154025,0.013382449,0.34158504,0.398126274,0.328223169,0.65841496,0.601873755,0.671776831,0,0,0,0.229041636,0.393767893,0.195719376,0.770958364,0.606232107,0.804280639,0,0,0,0.346900463,0.398306459,0.334667087,0.653099537,0.601693571,0.665332913,0,0,0,0.67189002,0.673221707,0.671575308,0.269749999,0.283260852,0.266557097,0.058359981,0.043517437,0.061867587,0.579856455,0.525159538,0.592782497,0.038322259,0.036351033,0.038788099,0.055874754,0.037205197,0.06028676,0.282517254,0.326719582,0.272071302,0.072421327,0.105860785,0.064518884,0.01686939,0.011248942,0.01819762,0.293009877,0.260485977,0.300695956,0.690120757,0.728265107,0.681106448,1.028992057,0.563518882,0.037242521,0.054300472,0.274557263,0.070380844,1.031296134,0.509222806,0.035247911,0.036076155,0.316804826,0.102648288,1.028447509,0.576385736,0.037715197,0.05861919,0.264545649,0.062734254,0.322703242,0.35826543,0.31094414,0.630736113,0.608983457,0.637928963,0.046560612,0.03275115,0.051126901,0.35353297,0.447497994,0.322912574,0.005898256,0,0.007820322,0.090085328,0.03275115,0.108768828,0.449389189,0.355479151,0.479991674,0.186008871,0.258014709,0.162544295,0.016544091,0,0.021935318,0.539377451,0.466990858,0.562966108,0.444078445,0.533009112,0.415098578,1.084914565,0.325862497,0.005436609,0.083034493,0.414216191,0.171450242,1.093742967,0.409143656,0,0.029944101,0.325011611,0.235900685,1.082037687,0.298430055,0.007227403,0.10052222,0.443599761,0.150220543
Ramgarh,Jharkhand,20,361,0.279364586,0.227235466,0.320982248,0.584544003,0.564017475,0.600931525,0.098723158,0.145703495,0.061216086,0.037368242,0.063043557,0.01687018,0.274562865,0.316193491,0.241410285,0.722347438,0.682121396,0.754381418,0.003089717,0.001685099,0.004208286,0.10923627,0.159294978,0.075311802,0.89076376,0.840705037,0.92468822,0,0,0,0.281643569,0.322293222,0.249050319,0.715134382,0.67595619,0.746547818,0.003222045,0.00175061,0.004401855,0.643377185,0.642505348,0.64407146,0.289739996,0.293348253,0.286866516,0.066882819,0.06414637,0.069061987,0.504003823,0.542969823,0.473154217,0.043699276,0.055604037,0.034274228,0.067426614,0.037633866,0.091013655,0.336300731,0.313193321,0.354594976,0.068180829,0.071278498,0.065728389,0.010294711,0.011210446,0.00956972,0.344136953,0.262459606,0.408801258,0.645568371,0.726329982,0.581629038,1.019611239,0.494309783,0.042858761,0.066129729,0.329832315,0.066869438,1.020679593,0.531968951,0.054477464,0.036871381,0.306847841,0.069834352,1.01876545,0.464438826,0.033642903,0.0893372,0.348063409,0.064517684,0.334046543,0.325513154,0.340843022,0.600483537,0.622193217,0.583192706,0.065469906,0.052293643,0.07596425,0.395362794,0.396634609,0.394349843,0.012317153,0.00883993,0.015086618,0.078102633,0.066097006,0.087664619,0.424672216,0.378660053,0.461319029,0.137563273,0.198492616,0.089035548,0.014993484,0.006479521,0.021774506,0.436400384,0.376534343,0.484081239,0.548606157,0.616986156,0.494144261,1.048018098,0.377248049,0.011752806,0.074524127,0.405214578,0.131260395,1.048724174,0.378206789,0.008429224,0.063026108,0.361067355,0.189270571,1.047455668,0.37648356,0.014403109,0.083692916,0.440418661,0.085001737
Dumka,Jharkhand,20,362,0.35934943,0.188333869,0.374689758,0.591399908,0.567239344,0.593567133,0.036217555,0.178349122,0.023468165,0.013033115,0.066077672,0.008274947,0.327000916,0.579437673,0.305091262,0.672999084,0.420562297,0.694908738,0,0,0,0.227760762,0,0.237963825,0.772239208,1,0.762036204,0,0,0,0.332174867,0.595274389,0.308739305,0.667825103,0.404725581,0.691260695,0,0,0,0.647449553,0.710787714,0.641952276,0.272262514,0.213666216,0.27734825,0.080287933,0.075546086,0.080699489,0.508753598,0.513346493,0.508355021,0.030010432,0.039488513,0.029187866,0.082747974,0.069522128,0.083895788,0.317386895,0.288377166,0.319904536,0.103695057,0.089265689,0.104947329,0.022110926,0.016314009,0.022614017,0.362322807,0.366430074,0.361966372,0.615566254,0.617255926,0.615419626,1.042593956,0.487969071,0.028784391,0.079367399,0.304420412,0.099458717,1,0.513346493,0.039488513,0.069522128,0.288377166,0.089265689,1.046290517,0.485864133,0.027896522,0.080184028,0.305751145,0.100304194,0.39555943,0.352941185,0.401331216,0.555305421,0.529411793,0.558812201,0.049135152,0.117647059,0.039856572,0.401578069,0.470588237,0.392232001,0.016354004,0,0.018568829,0.050597981,0.05882353,0.049483992,0.429242224,0.470588237,0.423642725,0.140112385,0.05882353,0.151121348,0.047656022,0,0.054110087,0.507748306,0.70588237,0.48091498,0.444595665,0.294117659,0.46497494,1.037884712,0.386919737,0.015757052,0.04875106,0.4135741,0.134998024,1.058823586,0.444444418,0,0.055555552,0.444444418,0.055555552,1.035048842,0.378950238,0.01794005,0.047808364,0.409297317,0.146004081
Jamtara,Jharkhand,20,363,0.358225405,0.170061991,0.381986111,0.578763425,0.639298499,0.571119189,0.050980706,0.166225985,0.036427878,0.012030494,0.024413504,0.010466806,0.302417368,0.411749184,0.288540602,0.697582662,0.588250816,0.711459398,0,0,0,0.089541696,0,0.091984436,0.910458326,1,0.908015549,0,0,0,0.31349349,0.41660738,0.299816519,0.68650651,0.58339262,0.700183511,0,0,0,0.652463257,0.596778393,0.659530938,0.249419004,0.28367272,0.245071411,0.098117761,0.119548917,0.095397651,0.513583124,0.444163024,0.522385478,0.023295445,0.010879023,0.024869829,0.060517482,0.070756584,0.059219178,0.34474051,0.395505548,0.338303566,0.077969804,0.098323993,0.075388923,0.014738316,0.020141231,0.014053235,0.357004672,0.283838689,0.366282016,0.628256977,0.696020067,0.619664729,1.020106316,0.503460407,0.022836292,0.059324682,0.33794567,0.076433018,1.019628167,0.435612738,0.010669598,0.069394499,0.387891948,0.096431226,1.020166993,0.512058794,0.024378195,0.058048513,0.331615865,0.073898613,0.408820897,0.261128753,0.429127187,0.522469938,0.601748824,0.511569798,0.06870918,0.137122422,0.059303004,0.40980351,0.265500784,0.42964375,0.010661751,0,0.012127642,0.124640413,0.101748809,0.127787784,0.385685951,0.437996835,0.378493696,0.12117894,0.194753557,0.111063115,0.018401116,0,0.020931097,0.568924904,0.703497648,0.55042243,0.41267395,0.296502382,0.428646445,1.051970601,0.389557958,0.010135028,0.118482791,0.366631866,0.115192324,1,0.265500784,0,0.101748809,0.437996835,0.194753557,1.059116006,0.405662596,0.011450721,0.120655134,0.357367545,0.104863979
Ranchi,Jharkhand,20,364,0.270917028,0.170417413,0.356282353,0.529569387,0.526457667,0.532212555,0.113598458,0.183726713,0.054030862,0.085915104,0.119398199,0.057474252,0.325850219,0.438241214,0.234751686,0.674149811,0.561758816,0.765248299,0,0,0,0.149455115,0.312367946,0.026979163,0.85054487,0.687632024,0.973020852,0,0,0,0.333087534,0.443183541,0.2435745,0.666912436,0.556816459,0.7564255,0,0,0,0.639542282,0.696242571,0.593583882,0.303716898,0.251423806,0.346103072,0.056740806,0.052333646,0.060313031,0.552539885,0.551239729,0.553620994,0.026688414,0.025370831,0.027784003,0.053409915,0.038934719,0.065446243,0.291293949,0.306555837,0.278603494,0.111285016,0.118281662,0.105467208,0.012221487,0.013197689,0.011409761,0.299430132,0.270396143,0.323572278,0.688348413,0.716406167,0.665017962,1.035217166,0.533742964,0.025780497,0.051592957,0.281384379,0.107499197,1.040382743,0.529843211,0.024386056,0.037423458,0.294656783,0.113690525,1.030921936,0.537015438,0.026950637,0.063483216,0.270246923,0.102303773,0.394788146,0.417607814,0.377048165,0.526658654,0.495567977,0.550828457,0.078553222,0.086824216,0.072123371,0.413011402,0.365132272,0.449886322,0.027348012,0.008841577,0.041601054,0.086963497,0.087670319,0.086419128,0.393319696,0.448185354,0.351063967,0.139169633,0.136216193,0.141444281,0.008769961,0.008841577,0.008714804,0.509265423,0.484226286,0.52854979,0.481964588,0.506932139,0.462735444,1.059812188,0.389702439,0.025804583,0.082055576,0.371122062,0.13131538,1.046045661,0.349059582,0.008452382,0.083811179,0.428456783,0.130220115,1.070414782,0.420291573,0.038864423,0.080734245,0.327970028,0.132139698
Khunti,Jharkhand,20,365,0.245077536,0.193089798,0.250585467,0.694875121,0.670001805,0.697510362,0.040130574,0.10879451,0.032855842,0.019916791,0.028113892,0.019048335,0.328777283,0.365708768,0.324843824,0.669866621,0.620202482,0.675156176,0.001356109,0.014088737,0,0.183628827,0.162405998,0.18700631,0.816371202,0.837593973,0.812993705,0,0,0,0.33468321,0.377716184,0.330187738,0.663905501,0.607362986,0.669812262,0.001411288,0.014920841,0,0.640044451,0.73523742,0.62990576,0.299530804,0.213922188,0.308648676,0.060424771,0.050840363,0.061445575,0.517842174,0.50098604,0.51964128,0.02400087,0.037486121,0.022561546,0.076447599,0.065767728,0.077587493,0.312368095,0.335171521,0.309934199,0.087618619,0.07880678,0.088559136,0.01459196,0.020196188,0.013993802,0.366526484,0.234502986,0.380617768,0.618881524,0.745300829,0.605388403,1.018277407,0.508547246,0.02357007,0.075075418,0.306761295,0.086045921,1.01821816,0.492022306,0.036815412,0.064590998,0.329174578,0.07739675,1.018283606,0.510310948,0.022156447,0.076194383,0.304369241,0.086969025,0.296977907,0.424485177,0.286654532,0.63710165,0.5,0.648201823,0.065920435,0.075514831,0.065143645,0.349058509,0.348970354,0.349065632,0,0,0,0.13020058,0.125,0.130621627,0.48148939,0.500858068,0.479921252,0.114490055,0.075514831,0.117645606,0.013028907,0,0.014083766,0.576003611,0.426201254,0.588132024,0.410967499,0.573798716,0.397784203,1.075238585,0.324633539,0,0.121089943,0.447797716,0.106478743,1.050343275,0.332244098,0,0.119008712,0.476851791,0.071895383,1.077254057,0.324032784,0,0.121254243,0.445504248,0.109208785
Gumla,Jharkhand,20,366,0.264025778,0.150736094,0.274322033,0.654809535,0.537047148,0.665512323,0.056391332,0.207101852,0.04269411,0.024773348,0.105114929,0.017471559,0.267044485,0.340886801,0.260365546,0.731178343,0.648497164,0.738656759,0.001777146,0.010616044,0.000977678,0.082545184,0,0.086235516,0.899016857,0.569142163,0.913764477,0.018437976,0.430857837,0,0.276297748,0.349498183,0.269501179,0.722760677,0.650501788,0.729469836,0.00094155,0,0.001028971,0.662252426,0.594585001,0.668372869,0.271925002,0.274273843,0.271712571,0.065822557,0.131141201,0.059914559,0.446612448,0.465966135,0.44486019,0.028033495,0.02804655,0.028032312,0.151508287,0.140951708,0.152464077,0.319694728,0.283908814,0.322934777,0.091683038,0.081126772,0.092638798,0.026455799,0.010616044,0.027889917,0.494045287,0.464013666,0.496764332,0.479498893,0.5253703,0.475345761,1.037531972,0.430456549,0.027019404,0.14602758,0.308129996,0.088366471,1,0.465966135,0.02804655,0.140951708,0.283908814,0.081126772,1.040930152,0.427367955,0.02693006,0.146469072,0.310236752,0.088996172,0.436509103,0.125,0.453757674,0.469445646,0.875,0.446989655,0.094045267,0,0.099252656,0.225763634,0.25,0.22442165,0.014290187,0,0.015081449,0.274142623,0,0.289322168,0.441853374,0.625,0.431712359,0.08821588,0.25,0.079257719,0.021675458,0,0.02287565,0.664147854,0.625,0.666315496,0.314176679,0.375,0.310808837,1.044265747,0.216193661,0.013684435,0.262521893,0.423123509,0.084476463,1.125,0.222222224,0,0,0.555555582,0.222222224,1.039795399,0.215832517,0.014504247,0.278249145,0.415189713,0.076224342
Simdega,Jharkhand,20,367,0.293272436,0.222619429,0.303106189,0.655773342,0.585330904,0.665577829,0.034631312,0.101764239,0.025287496,0.01632289,0.09028542,0.006028502,0.188050702,0.223949447,0.183222994,0.80946511,0.776050568,0.813958704,0.002484207,0,0.002818287,0.051552668,0,0.062454496,0.948447347,1,0.937545478,0,0,0,0.193808809,0.238143921,0.187981054,0.803602159,0.761856079,0.809089601,0.002589002,0,0.002929322,0.658192754,0.681304097,0.655084729,0.303176641,0.289425224,0.305025935,0.038630594,0.029270673,0.039889328,0.525412679,0.560682654,0.52066952,0.038388673,0.070172228,0.034114379,0.047689717,0.037188351,0.049101952,0.315082312,0.27227211,0.320839494,0.09541811,0.068854481,0.098990425,0.028951554,0.009249863,0.031601064,0.348160625,0.351694196,0.347685426,0.62288779,0.639055908,0.620713532,1.021991491,0.514106691,0.037562616,0.046663515,0.308302283,0.093364879,1.009169817,0.555588007,0.069534607,0.036850438,0.2697981,0.068228833,1.023715734,0.508607507,0.033324074,0.047964439,0.313406825,0.096697181,0.279890656,0.284575492,0.279306233,0.688950956,0.715424538,0.685648382,0.031158395,0,0.035045393,0.358500063,0.427950263,0.349836171,0.078693315,0,0.088510282,0.086559035,0,0.097357243,0.351056516,0.572049737,0.323487699,0.189383775,0.070962697,0.204156771,0.023458404,0,0.026384832,0.526971221,0.643737137,0.51240474,0.449570358,0.356262863,0.46121043,1.064192653,0.336875141,0.073946491,0.08133775,0.329880595,0.177960053,1.070962667,0.399594009,0,0,0.534145355,0.066260666,1.063348174,0.32899493,0.08323735,0.091557257,0.304216146,0.19199428
Pashchimi Singhbhum,Jharkhand,20,368,0.305428505,0.236513123,0.321116656,0.583339214,0.478184432,0.607276976,0.071300454,0.193302333,0.043527503,0.039931849,0.092000119,0.028078837,0.230492994,0.351503819,0.204000041,0.769506991,0.648496211,0.795999944,0,0,0,0.076265886,0,0.078746855,0.923734128,1,0.921253145,0,0,0,0.242329672,0.355954319,0.21550785,0.757670343,0.644045711,0.784492135,0,0,0,0.643617451,0.647970557,0.642664433,0.311813831,0.319398731,0.310153276,0.044568695,0.032630719,0.047182281,0.48339197,0.469664335,0.486532152,0.030225949,0.071516044,0.020780951,0.052686069,0.027462395,0.058455914,0.33308354,0.355680257,0.327914625,0.13352856,0.115458429,0.137662068,0.024252355,0.012106327,0.027030727,0.309843212,0.201264307,0.334680349,0.665904403,0.786629379,0.638288915,1.032916069,0.467987657,0.029262735,0.051007114,0.322469115,0.129273385,1.039781451,0.451695234,0.068779878,0.026411699,0.342072129,0.111041054,1.031345725,0.471744955,0.020149354,0.05667926,0.317948312,0.133478105,0.268800437,0.173984602,0.300860077,0.651980996,0.588513255,0.673441052,0.079218544,0.237502143,0.025698891,0.42000106,0.508618712,0.390680075,0,0,0,0.091203116,0,0.121379554,0.399320275,0.410205007,0.395718843,0.156682417,0.114121288,0.17076464,0.081398256,0,0.108330555,0.416495651,0.396869898,0.422989249,0.502106071,0.603130102,0.468680203,1.06720686,0.393551677,0,0.085459642,0.374173254,0.146815419,1.032945037,0.492396683,0,0,0.397121817,0.110481471,1.078543067,0.362229466,0,0.112540297,0.366901278,0.158328995
