ST_NM,ST_CEN_CD,anorexia_all_fe,anorexia_ur_fe,anorexia_ru_fe,h_bmi_all_fe,h_bmi_ur_fe,h_bmi_ru_fe,overweight_all_fe,overweight_ur_fe,overweight_ru_fe,obese_all_fe,obese_ur_fe,obese_ru_fe,h_hemoglobin_all_fe,h_hemoglobin_ur_fe,h_hemoglobin_ru_fe,anemia_all_fe,anemia_ur_fe,anemia_ru_fe,high_hemoglobin_all_fe,high_hemoglobin_ur_fe,high_hemoglobin_ru_fe,h_hemoglobin_all_pw,h_hemoglobin_ur_pw,h_hemoglobin_ru_pw,anemia_all_pw,anemia_ur_pw,anemia_ru_pw,high_hemoglobin_all_pw,high_hemoglobin_ur_pw,high_hemoglobin_ru_pw,h_hemoglobin_all_npw,h_hemoglobin_ur_npw,h_hemoglobin_ru_npw,anemia_all_npw,anemia_ur_npw,anemia_ru_npw,high_hemoglobin_all_npw,high_hemoglobin_ur_npw,high_hemoglobin_ru_npw,h_glucose_all_fe,h_glucose_ur_fe,h_glucose_ru_fe,high_glucose_all_fe,high_glucose_ur_fe,high_glucose_ru_fe,low_glucose_all_fe,low_glucose_ur_fe,low_glucose_ru_fe,h_bp_all_fe,h_bp_ur_fe,h_bp_ru_fe,low_bp_all_fe,low_bp_ur_fe,low_bp_ru_fe,elevated_bp_all_fe,elevated_bp_ur_fe,elevated_bp_ru_fe,high_bp_all_fe,high_bp_ur_fe,high_bp_ru_fe,severe_bp_all_fe,severe_bp_ur_fe,severe_bp_ru_fe,high_cuffbp_all_fe,high_cuffbp_ur_fe,high_cuffbp_ru_fe,h_cuffbp_all_fe,h_cuffbp_ur_fe,h_cuffbp_ru_fe,low_cuffbp_all_fe,low_cuffbp_ur_fe,low_cuffbp_ru_fe,sum_bp_all_fe,h_ad_bp_all_fe,low_ad_bp_all_fe,elevated_ad_bp_all_fe,high_ad_bp_all_fe,severe_ad_bp_all_fe,sum_bp_ur_fe,h_ad_bp_ur_fe,low_ad_bp_ur_fe,elevated_ad_bp_ur_fe,high_ad_bp_ur_fe,severe_ad_bp_ur_fe,sum_bp_ru_fe,h_ad_bp_ru_fe,low_ad_bp_ru_fe,elevated_ad_bp_ru_fe,high_ad_bp_ru_fe,severe_ad_bp_ru_fe,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,high_glucose_all_ma,high_glucose_ur_ma,high_glucose_ru_ma,low_glucose_all_ma,low_glucose_ur_ma,low_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,low_bp_all_ma,low_bp_ur_ma,low_bp_ru_ma,elevated_bp_all_ma,elevated_bp_ur_ma,elevated_bp_ru_ma,high_bp_all_ma,high_bp_ur_ma,high_bp_ru_ma,severe_bp_all_ma,severe_bp_ur_ma,severe_bp_ru_ma,high_cuffbp_all_ma,high_cuffbp_ur_ma,high_cuffbp_ru_ma,h_cuffbp_all_ma,h_cuffbp_ur_ma,h_cuffbp_ru_ma,low_cuffbp_all_ma,low_cuffbp_ur_ma,low_cuffbp_ru_ma,sum_bp_all_ma,h_ad_bp_all_ma,low_ad_bp_all_ma,elevated_ad_bp_all_ma,high_ad_bp_all_ma,severe_ad_bp_all_ma,sum_bp_ur_ma,h_ad_bp_ur_ma,low_ad_bp_ur_ma,elevated_ad_bp_ur_ma,high_ad_bp_ur_ma,severe_ad_bp_ur_ma,sum_bp_ru_ma,h_ad_bp_ru_ma,low_ad_bp_ru_ma,elevated_ad_bp_ru_ma,high_ad_bp_ru_ma,severe_ad_bp_ru_ma
Mizoram,15,0.079625294,0.070360713,0.093640678,0.686773002,0.632387996,0.769046247,0.173527107,0.217078522,0.107642896,0.06007459,0.080172792,0.029670209,0.71073705,0.750898302,0.651848257,0.282547593,0.240703151,0.343904495,0.006715348,0.008398542,0.004247264,0.402885795,0.47239387,0.316081971,0.597114205,0.52760613,0.683918059,0,0,0,0.723887801,0.76197958,0.667643845,0.269109964,0.229287729,0.327909112,0.007002213,0.008732707,0.00444707,0.779513717,0.793337107,0.759244323,0.173579976,0.168652162,0.180805668,0.046906304,0.038010709,0.059949994,0.5421803,0.540868282,0.544104576,0.020734688,0.024346812,0.015436973,0.041600693,0.030260986,0.058232047,0.315456986,0.31635192,0.314144403,0.105350338,0.110434085,0.097894266,0.007071747,0.004503768,0.010838067,0.265704483,0.22732234,0.321997553,0.727223754,0.768173873,0.667164385,1.025323033,0.528789759,0.020222591,0.040573254,0.307665944,0.102748439,1.022262096,0.52908963,0.023816604,0.029601984,0.309462637,0.108029127,1.029812217,0.528353214,0.014990086,0.056546278,0.305050194,0.095060311,0.351728737,0.340437144,0.368999779,0.601401627,0.600634098,0.6025756,0.046869647,0.058928788,0.028424595,0.318438441,0.321819901,0.313296497,0.004153489,0.005138898,0.002655049,0.102972798,0.087730236,0.126151025,0.449152291,0.448021919,0.45087114,0.191841692,0.209634215,0.164785936,0.021785621,0.020479416,0.023771869,0.52340734,0.48332572,0.584356487,0.454807043,0.496194869,0.391871631,1.066558719,0.298566252,0.00389429,0.096546769,0.421122879,0.179869786,1.072345138,0.300108522,0.004792206,0.08181157,0.417796373,0.195491359,1.057759643,0.296188742,0.002510068,0.119262464,0.426251024,0.155787691
Tripura,16,0.184310749,0.159692064,0.194890141,0.640664756,0.582520723,0.665650964,0.132690281,0.187322319,0.10921327,0.042334199,0.070464879,0.030245617,0.417133093,0.412566364,0.419045478,0.582043767,0.587433636,0.579786718,0.000823128,0,0.001167827,0.164330199,0.200659513,0.153356418,0.835669816,0.799340487,0.846643567,0,0,0,0.425791442,0.418229163,0.428991288,0.573357224,0.581770837,0.569797158,0.00085132,0,0.001211543,0.659011841,0.673914969,0.652787626,0.262629449,0.256387293,0.265236437,0.07835871,0.069697723,0.081975922,0.45329389,0.473810047,0.444567084,0.011261146,0.014660851,0.009815035,0.048209682,0.040962119,0.051292531,0.389146835,0.365969718,0.399005502,0.14279677,0.152473226,0.138680771,0.016888466,0.016174745,0.017192056,0.336739749,0.270847112,0.364768058,0.646371782,0.712978184,0.618039846,1.044708371,0.433895141,0.010779224,0.046146546,0.372493267,0.136685774,1.047876,0.452162325,0.013991017,0.039090615,0.349249065,0.145506933,1.043360949,0.426091373,0.009407133,0.049160868,0.382423282,0.132917345,0.34650299,0.364435405,0.338552356,0.57908684,0.554411709,0.590026975,0.074410193,0.081152879,0.071420707,0.280524492,0.273807794,0.283527762,0.009234758,0,0.013363956,0.103349566,0.116049789,0.097670831,0.50851506,0.512316287,0.506815374,0.161480844,0.131515712,0.174879357,0.024748886,0.018841576,0.02739026,0.544511437,0.53924489,0.546866298,0.430739671,0.441913515,0.425743431,1.063104749,0.263872862,0.008686593,0.097214848,0.478330165,0.151895523,1.033689618,0.264883965,0,0.112267539,0.495619059,0.127229407,1.076257229,0.263438672,0.012417066,0.090750456,0.470905423,0.162488446
Meghalaya,17,0.112768196,0.108434319,0.114080563,0.745046794,0.693322003,0.760709941,0.103587329,0.142949983,0.091667682,0.038597673,0.055293724,0.033541836,0.393578351,0.509796441,0.358393431,0.605130494,0.487638563,0.640701056,0.00129115,0.002564985,0.000905498,0.256661683,0.269486934,0.254558921,0.743338346,0.730513096,0.745441079,0,0,0,0.403579354,0.520138443,0.366956979,0.595035195,0.477186203,0.632062852,0.001385462,0.002675372,0.000980177,0.706623852,0.675175965,0.716109812,0.242655173,0.296331912,0.226464123,0.050720964,0.028492128,0.057426069,0.534842134,0.551250577,0.529838264,0.043974977,0.036211364,0.046342522,0.080906428,0.063743569,0.086140312,0.268171638,0.285486668,0.262891352,0.107804433,0.095174156,0.111656085,0.046249945,0.033006631,0.050288547,0.366585016,0.28126353,0.392604172,0.587164998,0.685729861,0.55710727,1.035699606,0.516406596,0.042459201,0.078117661,0.258928001,0.104088515,1.031866312,0.534226716,0.035093077,0.061775025,0.276670218,0.092234969,1.036868572,0.510998487,0.044694692,0.083077371,0.253543556,0.107685864,0.413020581,0.357207239,0.428007305,0.533680856,0.580434263,0.521126866,0.053298555,0.062358528,0.050865822,0.422899604,0.378104806,0.434530914,0.040969048,0.020872727,0.046187211,0.104368947,0.058845069,0.116189569,0.353473336,0.399329424,0.341566443,0.135189816,0.200628534,0.118198156,0.035218302,0.04599876,0.032419074,0.568147361,0.472805053,0.592903733,0.39663431,0.481196195,0.374677181,1.05690074,0.400131822,0.038763382,0.098750003,0.334443271,0.127911553,1.057780504,0.357451111,0.019732568,0.055630699,0.377516329,0.189669341,1.056672335,0.411225796,0.04371006,0.109957993,0.323247254,0.111858852
Assam,18,0.246797845,0.167447478,0.260788292,0.603728831,0.53546226,0.615765095,0.107836679,0.193085387,0.092806295,0.041636623,0.104004875,0.030640345,0.501164019,0.525058031,0.497151852,0.49702245,0.472576261,0.501127303,0.001813544,0.002365706,0.001720828,0.265277445,0.309710294,0.260068506,0.734076381,0.690289676,0.739209592,0.000646173,0,0.000721924,0.51083684,0.531432331,0.507333755,0.487301707,0.466131926,0.490902513,0.001861413,0.002435731,0.001763728,0.749995887,0.74493134,0.750846386,0.17838344,0.169732422,0.179836288,0.071620688,0.085336268,0.069317304,0.393708616,0.403003007,0.392183512,0.013047165,0.018495597,0.012153153,0.070531726,0.054420311,0.073175386,0.403695971,0.391871125,0.405636281,0.179972455,0.200770333,0.176559806,0.036958959,0.033206273,0.037574723,0.418389112,0.352321893,0.429229796,0.544651926,0.614471853,0.533195496,1.060955882,0.371088594,0.012297557,0.066479415,0.380502135,0.16963236,1.068560362,0.377145767,0.017308893,0.050928626,0.366728127,0.187888622,1.059708118,0.370086342,0.011468397,0.069052398,0.382781148,0.166611731,0.380740523,0.40607962,0.375823408,0.547397554,0.484823853,0.559540212,0.071861908,0.109096549,0.064636394,0.252366483,0.212145075,0.260194749,0.01049631,0.006466844,0.011280562,0.107652992,0.077929333,0.113438077,0.48071453,0.503745615,0.476231992,0.246210366,0.285777867,0.238509387,0.049212139,0.034996465,0.051978923,0.597802401,0.547816038,0.60753125,0.352985442,0.417187482,0.340489835,1.09744072,0.2299591,0.009564352,0.098094583,0.438032329,0.224349588,1.086064696,0.195333734,0.005954382,0.07175386,0.463826537,0.263131529,1.099654794,0.236614943,0.010258275,0.1031579,0.433074087,0.216894776
West Bengal,19,0.203497365,0.129749671,0.238563448,0.578082144,0.525675178,0.603000998,0.155760512,0.222138822,0.124198481,0.062659971,0.122436307,0.03423709,0.33874467,0.381318241,0.31965971,0.660504282,0.617705524,0.679690123,0.000751084,0.000976225,0.000650157,0.180253372,0.223577425,0.164338246,0.819746614,0.77642256,0.835661769,0,0,0,0.345024973,0.386715293,0.326194018,0.654194176,0.612275064,0.673128486,0.000780846,0.001009626,0.000677509,0.67708987,0.689764082,0.671409428,0.209728315,0.204714581,0.211975411,0.113181822,0.105521351,0.116615169,0.471807182,0.453471154,0.480052054,0.02323734,0.019726306,0.024816098,0.069196813,0.064673856,0.071230583,0.363890529,0.377486527,0.357776999,0.109834045,0.125604913,0.102742597,0.023295594,0.0241744,0.022900434,0.409393787,0.389837176,0.418187529,0.567310631,0.585988402,0.558912039,1.037965894,0.454549789,0.022387384,0.066665784,0.350580424,0.105816625,1.040962696,0.435626715,0.01895006,0.06212889,0.362632126,0.120662265,1.036618352,0.463094294,0.023939474,0.068714373,0.34513858,0.099113233,0.373895466,0.373813331,0.373933673,0.504265904,0.476774544,0.517048836,0.121838585,0.14941214,0.109017484,0.351454616,0.332429409,0.360412061,0.013356059,0.017764932,0.011280273,0.112660371,0.086204104,0.125116512,0.434261739,0.450562268,0.426587105,0.157141879,0.197691038,0.138050526,0.039315447,0.033373259,0.042113144,0.563540459,0.527421832,0.580545843,0.397144079,0.439204901,0.377341002,1.068874717,0.328808039,0.012495439,0.105400912,0.406279355,0.147016183,1.084651709,0.306484938,0.016378466,0.079476297,0.415398121,0.182262227,1.061446428,0.339548051,0.010627266,0.117873602,0.401892275,0.13005887
Jharkhand,20,0.303900719,0.207557738,0.340423435,0.579596698,0.557676017,0.587906599,0.077699393,0.153771818,0.048861053,0.038803205,0.080994442,0.022808904,0.307295471,0.364625692,0.285994142,0.691968381,0.634661496,0.713261068,0.000736143,0.000712803,0.000744815,0.131440118,0.189116433,0.119093448,0.867551923,0.807854235,0.880331278,0.001007968,0.003029327,0.000575259,0.315693349,0.369991452,0.295054406,0.683583498,0.629366577,0.704191566,0.000723162,0.000641981,0.00075402,0.655233145,0.670404792,0.649596751,0.272197455,0.262842327,0.275672942,0.072569408,0.066752888,0.074730299,0.542200208,0.548641682,0.539789319,0.032486066,0.03100739,0.033039488,0.063503131,0.05468433,0.066803724,0.300673127,0.302636832,0.299938172,0.084681146,0.086830758,0.08387661,0.016251696,0.013568144,0.017256064,0.33028093,0.287289977,0.346371055,0.653467357,0.69914186,0.636372864,1.023543715,0.529728413,0.031738818,0.062042423,0.293756992,0.082733296,1.023800969,0.535887063,0.030286541,0.053413048,0.295601249,0.084812149,1.023447275,0.527422667,0.03228255,0.06527324,0.293066561,0.081954986,0.36264798,0.342893481,0.371030152,0.567950308,0.579404354,0.563090205,0.069401719,0.077702194,0.06587968,0.3825804,0.355426103,0.394099057,0.019186195,0.014964358,0.020977069,0.111695297,0.096398585,0.118184052,0.407150865,0.441744536,0.392476469,0.13473013,0.145788223,0.130039364,0.022612464,0.012909367,0.026728446,0.533617079,0.521680713,0.538680375,0.443770468,0.465409905,0.434591174,1.055342913,0.362517625,0.018180057,0.105837919,0.385799587,0.12766479,1.054321766,0.3371135,0.01419335,0.091431849,0.418984562,0.138276786,1.055776,0.373279035,0.019868864,0.111940458,0.371742189,0.123169467
Odisha,21,0.256365538,0.150177762,0.278998107,0.563983202,0.504011869,0.576765299,0.128464773,0.221503973,0.108634658,0.051186495,0.124306373,0.035601925,0.451533318,0.487523109,0.444114536,0.547785521,0.511870921,0.555188775,0.000681179,0.000605977,0.00069668,0.2173834,0.287026852,0.204924762,0.780815661,0.709212005,0.793624938,0.001800945,0.003761121,0.001450286,0.45972991,0.493730456,0.452688009,0.539628088,0.505761266,0.546642303,0.00064198,0.000508294,0.000669668,0.696358204,0.70797807,0.693964005,0.197595268,0.19325377,0.198489815,0.106046505,0.098768137,0.107546195,0.549305737,0.547571123,0.549683452,0.039882392,0.040938728,0.039652377,0.056115538,0.044987567,0.058538612,0.286324829,0.289515465,0.285630077,0.099081263,0.110818245,0.09652558,0.01903338,0.017282749,0.019414574,0.340351135,0.309913307,0.346978843,0.640615523,0.672803938,0.633606613,1.030709743,0.532939315,0.038694106,0.05444359,0.277793854,0.096129164,1.03383112,0.529652417,0.039599046,0.043515392,0.280041367,0.107191823,1.030030131,0.53365767,0.038496327,0.056831941,0.277302653,0.093711413,0.399151206,0.418008924,0.394230604,0.502491653,0.468910843,0.511254013,0.098357126,0.113080248,0.094515368,0.392434359,0.358741373,0.401740193,0.023899596,0.012581785,0.027025513,0.115594439,0.086181909,0.123718016,0.386192113,0.431702107,0.373622477,0.146977931,0.192536399,0.134394929,0.028246442,0.033937935,0.026674481,0.531530917,0.521624327,0.534267068,0.440222621,0.444437712,0.439058423,1.065098405,0.368448913,0.022438861,0.108529352,0.362588197,0.137994692,1.081743598,0.331632525,0.011631023,0.079669438,0.399079889,0.177987099,1.060501099,0.378821105,0.02548372,0.116659962,0.352307498,0.12672776
Chhattisgarh,22,0.257247061,0.169128522,0.286251426,0.615375221,0.576177955,0.628277063,0.092469767,0.17631413,0.064872228,0.034907985,0.078379408,0.020599278,0.490659386,0.527739346,0.478610992,0.508460343,0.47193709,0.520327866,0.000880268,0.000323562,0.001061158,0.294739008,0.30705744,0.291464567,0.705260992,0.69294256,0.708535433,0,0,0,0.499931723,0.536622047,0.487902254,0.499146372,0.463041335,0.510983884,0.000921928,0.000336585,0.001113841,0.646980226,0.678746939,0.636660576,0.257921785,0.223311856,0.269165069,0.095097989,0.097941197,0.094174355,0.53499794,0.551392436,0.529659927,0.034929674,0.045530569,0.031478051,0.061292794,0.052294802,0.064222515,0.304340452,0.288031548,0.3096506,0.0963488,0.094969936,0.096797757,0.018228736,0.017916702,0.018330332,0.350417078,0.303406835,0.365723491,0.631354213,0.678676486,0.615946174,1.031909704,0.518454194,0.033849545,0.05939744,0.294929355,0.093369409,1.032219291,0.534181476,0.044109397,0.050662491,0.279041052,0.092005581,1.031808853,0.513331413,0.030507637,0.062242646,0.300104618,0.09381365,0.382918596,0.39282465,0.379583746,0.528512239,0.506364226,0.535968304,0.088569149,0.100811124,0.084447935,0.35657689,0.342932642,0.361161798,0.021932343,0.019918287,0.022609133,0.112363778,0.086356983,0.121102959,0.414964527,0.418292195,0.413846314,0.151395574,0.205645457,0.133165747,0.032065041,0.02976409,0.032838244,0.529147863,0.480605274,0.545459807,0.438787133,0.48963064,0.421701938,1.057233095,0.337273687,0.020745041,0.10628099,0.39250052,0.143199801,1.073145509,0.319558382,0.018560659,0.080470897,0.389781445,0.19162868,1.051885962,0.343346924,0.021493902,0.115129359,0.393432677,0.126597136
Madhya Pradesh,23,0.273095608,0.198381394,0.30625838,0.579657853,0.5534181,0.59130466,0.101835258,0.168336555,0.072317876,0.045411315,0.079863951,0.030119106,0.43741703,0.46659413,0.42457971,0.560729921,0.532071173,0.573339164,0.001853046,0.001334692,0.002081111,0.209989876,0.248407736,0.19695051,0.789235771,0.751592278,0.802012324,0.000774332,0,0.001037148,0.449248284,0.47592476,0.437360555,0.548842549,0.522683442,0.560499728,0.001909163,0.00139177,0.002139727,0.637577534,0.651353955,0.631515324,0.239980921,0.236407414,0.241553396,0.122441567,0.112238631,0.12693128,0.554740548,0.559368908,0.552698433,0.034556132,0.03602675,0.033907253,0.05943447,0.046913072,0.064959288,0.292922944,0.291781753,0.293426454,0.085366055,0.091014586,0.082873747,0.01500159,0.012921124,0.015919553,0.340207875,0.292572618,0.361225963,0.64479053,0.694506288,0.622854471,1.027020097,0.540145755,0.033646986,0.057870794,0.285216361,0.083120137,1.025105119,0.545669794,0.035144445,0.045764159,0.284635931,0.088785611,1.027865171,0.537714899,0.032988034,0.063198261,0.285471737,0.080627061,0.382557422,0.374545217,0.386293143,0.48617202,0.501212656,0.479159296,0.131270543,0.124242149,0.134547547,0.406918764,0.381164014,0.418845057,0.025748532,0.018475749,0.029116349,0.11103262,0.099396288,0.116421066,0.379594982,0.403037876,0.368739277,0.128725708,0.157524288,0.115389906,0.022456607,0.025558531,0.021020195,0.52034831,0.504547715,0.527665138,0.457195073,0.469893754,0.451314658,1.05202055,0.386797339,0.024475314,0.105542257,0.360824674,0.122360453,1.059598207,0.359725058,0.01743656,0.093805641,0.38036859,0.148664176,1.048511624,0.399466306,0.027769219,0.111034594,0.351678759,0.110051148
Gujarat,24,0.258805543,0.169237435,0.330408067,0.481456518,0.456876963,0.501105905,0.160824046,0.219903857,0.11359448,0.098913886,0.15398173,0.054891557,0.413634807,0.4496319,0.385974795,0.585138917,0.549704671,0.612366498,0.001226243,0.00066343,0.001658707,0.219786346,0.25699985,0.194090948,0.77880311,0.742359519,0.80396688,0.00141053,0.000640618,0.001942143,0.421339393,0.456811816,0.39396742,0.577441692,0.542523921,0.604385674,0.001218919,0.00066428,0.001646901,0.657223523,0.66971451,0.647625387,0.239230812,0.2237093,0.251157671,0.103545666,0.106576212,0.101216972,0.531771004,0.528256774,0.53449589,0.036486596,0.041609179,0.032514665,0.059973452,0.050350007,0.067435242,0.296339571,0.296956539,0.295861214,0.103895426,0.112884969,0.096925147,0.017615259,0.016602386,0.018400615,0.324826539,0.296442896,0.34683454,0.657558203,0.686954737,0.63476485,1.028466105,0.517052531,0.035476711,0.058313493,0.288137436,0.101019785,1.03005743,0.512842059,0.04039501,0.048880775,0.288291246,0.109590948,1.02723217,0.520326257,0.031652693,0.06564752,0.288017869,0.094355635,0.396256864,0.395800889,0.396647394,0.487848759,0.491603047,0.484633416,0.115894362,0.112596065,0.118719175,0.377709091,0.381809175,0.374201834,0.018198662,0.017306954,0.018961433,0.107822008,0.10502176,0.110217355,0.403455436,0.400965571,0.405585289,0.15613018,0.162945479,0.150300309,0.022997446,0.022133615,0.023736373,0.531906307,0.53938055,0.525512815,0.445096225,0.438485861,0.450750798,1.063315392,0.355218291,0.017115017,0.101401716,0.379431576,0.14683336,1.068048954,0.357482851,0.01620427,0.098330475,0.375418723,0.152563676,1.05926621,0.353265136,0.017900536,0.104050666,0.382892698,0.141890973
