DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma_q1,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma_q1,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma_q1,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,h_glucose_all_ma_q2,hh_glucose_all_ma_q2,l_glucose_all_ma_q2,h_glucose_all_ma_q3,hh_glucose_all_ma_q3,l_glucose_all_ma_q3,h_glucose_all_ma_q4,hh_glucose_all_ma_q4,l_glucose_all_ma_q4,h_glucose_all_ma_q5,hh_glucose_all_ma_q5,l_glucose_all_ma_q5
Jalandhar,Punjab,3,37,37,0.18002966,0.39441523,0,0.81997031,0.508359849,1,0,0.097224936,0,0.350619346,0.665939152,0.363642156,0,0,0,0,0,0,0.50705111,0.27314505,0.636357844,0.212388709,0.060915764,0,0,0,0,0.717282772,0.564819872,1,0.282717198,0.435180128,0,0.18002966,0.81997031,0,0.18002966,0.81997031,0,0.533245265,0.466754735,0,0.18002966,0.81997031,0
Hoshiarpur,Punjab,3,38,38,0.33517161,0.146989062,0.380789459,0.593475521,0.853010952,0.530748963,0.071352899,0,0.08846157,0.291842699,0.293978125,0.291295379,0,0,0,0.138868138,0,0.187170357,0.401976764,0.706021905,0.28639251,0.263075292,0,0.272410512,0.021777287,0,0,0.501117289,0.350783855,0.581165612,0.477105409,0.649216175,0.418834388,0.33517161,0.593475521,0.071352899,0.33517161,0.593475521,0.071352899,0.455550253,0.481006086,0.063443661,0.33517161,0.593475521,0.071352899
Shahid Bhagat Singh Nagar,Punjab,3,39,39,0.333664566,0.194372073,0.46909824,0.595419109,0.805627942,0.441473395,0.070916332,0,0.08942835,0.215810046,0.079895802,0.327110648,0,0,0,0.110088475,0.291672647,0,0.539840698,0.628431559,0.518737912,0.217325643,0.159791604,0.154151469,0,0,0,0.741770864,1,0.558018088,0.258229107,0,0.441981882,0.333664566,0.595419109,0.070916332,0.333664566,0.595419109,0.070916332,0.278018951,0.651274264,0.070706792,0.333664566,0.595419109,0.070916332
Fatehgarh Sahib,Punjab,3,40,40,0.402707011,0.257634252,0.411586344,0.355258405,0.628444374,0.302231342,0.242034584,0.113921374,0.286182314,0.196588472,0.173703119,0.136490926,0,0,0,0.238725364,0.321617395,0.149691388,0.564686179,0.421711922,0.713817656,0.1237069,0.082967587,0,0,0.113921374,0,0.536193728,0.745186806,0.435873717,0.463806242,0.14089182,0.564126313,0.402707011,0.355258405,0.242034584,0.402707011,0.355258405,0.242034584,0.447946817,0.511609554,0.040443636,0.402707011,0.355258405,0.242034584
Ludhiana,Punjab,3,41,41,0.414409071,0.445284605,0.508569181,0.413012296,0.493661404,0.290034503,0.172578618,0.061053988,0.201396301,0.332389444,0.432772189,0.132673264,0.029650612,0,0.080401577,0.179705396,0.061053988,0.345748127,0.396967471,0.50617379,0.274989009,0.197628692,0.151161909,0.246589601,0.137334555,0.090107925,0.163495585,0.436356843,0.403553486,0.558567107,0.426308602,0.506338596,0.277937323,0.414409071,0.413012296,0.172578618,0.414409071,0.413012296,0.172578618,0.334736198,0.610066772,0.055197053,0.414409071,0.413012296,0.172578618
Moga,Punjab,3,42,42,0.384750575,0.433162034,0.340645909,0.586842179,0.300220251,0.659354091,0.028407268,0.266617715,0,0.124796063,0.200146839,0.168261215,0,0.10007342,0,0.029724315,0.200146839,0.040076979,0.723698199,0.433162034,0.709609807,0.411687195,0.066470884,0.423350424,0.060197707,0.166544303,0.042862713,0.743163824,0.400293678,0.826277554,0.19663845,0.433162034,0.130859762,0.384750575,0.586842179,0.028407268,0.384750575,0.586842179,0.028407268,0.177379265,0.768635213,0.053985532,0.384750575,0.586842179,0.028407268
Firozpur,Punjab,3,43,43,0.128554329,0,0.139149427,0.871445656,1,0.860850573,0,0,0,0.278113514,0,0.357430249,0,0,0,0.12521024,0,0.138354003,0.414227605,0.777777791,0.32293424,0.262585253,0.444444448,0.236779511,0.021703113,0.111111112,0.027892744,0.683921039,0.888888896,0.619844794,0.294375837,0,0.352262467,0.128554329,0.871445656,0,0.128554329,0.871445656,0,0.256057441,0.70373857,0.040203962,0.128554329,0.871445656,0
Muktsar,Punjab,3,44,44,0.414343953,0.393518239,0.53031683,0.481436521,0.606481791,0.344995022,0.104219526,0,0.124688126,0.187917188,0.237374753,0.078053087,0,0,0,0.054338094,0.12024799,0,0.571485043,0.364812434,0.754613936,0.324746907,0.42064184,0.31540215,0.018712662,0,0.038578823,0.579950333,0.430813223,0.673169076,0.401336998,0.569186807,0.288252085,0.414343953,0.481436521,0.104219526,0.414343953,0.481436521,0.104219526,0.414903015,0.540489376,0.04460758,0.414343953,0.481436521,0.104219526
Faridkot,Punjab,3,45,45,0.687743604,0.215570927,0.757346749,0.312256426,0.714544177,0.242653251,0,0.069884881,0,0.153203011,0.069884881,0.091109708,0.020211237,0.074245393,0.024039211,0.044555593,0,0.052994352,0.753367305,0.793647826,0.81034112,0.555748999,0.285455823,0.626915395,0.020211237,0,0,0.827847064,0.937778056,0.831856728,0.151941687,0.062221929,0.168143272,0.687743604,0.312256426,0,0.687743604,0.312256426,0,0.316827863,0.670429289,0.012742827,0.687743604,0.312256426,0
Bathinda,Punjab,3,46,46,0.378783554,0.412802845,0.313683599,0.569149554,0.430342048,0.668127656,0.052066915,0.156855106,0.018188776,0.182445019,0,0.300752431,0,0,0,0.161190987,0.19818525,0.129842997,0.6181373,0.801814735,0.569404602,0.03822669,0.133955836,0,0.011033832,0,0.018188776,0.763328135,0.901799023,0.706873953,0.225638032,0.098200954,0.274937272,0.378783554,0.569149554,0.052066915,0.378783554,0.569149554,0.052066915,0.475402027,0.524598002,0,0.378783554,0.569149554,0.052066915
Mansa,Punjab,3,47,47,0.316001087,0,0.324838936,0.6460042,1,0.643178642,0.03799469,0,0.031982422,0.196903661,0.179770514,0.225952536,0.038402952,0,0.063964844,0.139995053,0.333333343,0.096002534,0.585847497,0.486896157,0.549369276,0.175358698,0.153562829,0.194656044,0.019930558,0,0.033196799,0.667341828,1,0.644771576,0.31272763,0,0.322031647,0.316001087,0.6460042,0.03799469,0.316001087,0.6460042,0.03799469,0.255199999,0.686944962,0.057855025,0.316001087,0.6460042,0.03799469
Patiala,Punjab,3,48,48,0.317079723,0.4280352,0.404137284,0.631798804,0.467747718,0.595862746,0.051121466,0.104217097,0,0.183924109,0.296539336,0.223147079,0,0,0,0.189862758,0.156325653,0.204945579,0.53226161,0.435243011,0.526016057,0.306698978,0.216109097,0.271807969,0.047074456,0.163533464,0,0.690463006,0.620357454,0.781595767,0.262462556,0.216109097,0.218404204,0.317079723,0.631798804,0.051121466,0.317079723,0.631798804,0.051121466,0.297162741,0.66098541,0.041851882,0.317079723,0.631798804,0.051121466
Amritsar,Punjab,3,49,49,0.372103423,0.572826803,0.240739092,0.603088856,0.258941591,0.759260893,0.024807703,0.168231621,0,0.199084356,0.250970095,0.168908358,0,0,0,0.138454452,0.127166688,0.14372088,0.578314245,0.621863186,0.598782003,0.174210563,0.194690004,0.146669552,0,0,0,0.765785933,0.54636842,0.764688253,0.234214067,0.45363161,0.235311747,0.372103423,0.603088856,0.024807703,0.372103423,0.603088856,0.024807703,0.394980043,0.47734496,0.127674982,0.372103423,0.603088856,0.024807703
Tarn Taran,Punjab,3,50,50,0.375461161,0.428571433,0.282182634,0.541867673,0.571428597,0.589482486,0.082671128,0,0.12833491,0.376334906,0.571428597,0.39153713,0,0,0,0.207875445,0,0.138206005,0.248574197,0.285714298,0.252507865,0.252502292,0.285714298,0.282032728,0.065718383,0,0.093653582,0.665206611,0.714285731,0.567703962,0.269075036,0.285714298,0.338642448,0.375461161,0.541867673,0.082671128,0.375461161,0.541867673,0.082671128,0.334540337,0.638270497,0.027189199,0.375461161,0.541867673,0.082671128
Rupnagar,Punjab,3,51,51,0.583431125,0.608146489,0.497932822,0.170230642,0.248459756,0.15487662,0.246338204,0.14339374,0.347190559,0.824397922,0.751540244,0.752505362,0,0,0,0,0,0,0.062653244,0.248459756,0.088303857,0.112948827,0,0.159190759,0.053695843,0,0.07567925,0.51492101,0.428303123,0.606077254,0.431383133,0.571696877,0.318243474,0.583431125,0.170230642,0.246338204,0.583431125,0.170230642,0.246338204,0.418015659,0.499751687,0.082232662,0.583431125,0.170230642,0.246338204
Sahibzada Ajit Singh Nagar,Punjab,3,52,52,0.481147677,0.35671559,0.49200806,0.408611834,0.486850768,0.35259977,0.110240482,0.156433642,0.15539217,0.360132426,0.427250862,0.452865541,0.028747069,0,0.050140597,0.104769096,0,0.041479044,0.395951599,0.344290376,0.405374229,0.139146879,0.228458747,0.050140597,0.028747069,0.065279588,0.050140597,0.675932467,0.638028741,0.612147212,0.295320421,0.296691686,0.337712198,0.481147677,0.408611834,0.110240482,0.481147677,0.408611834,0.110240482,0.329924345,0.531586528,0.138489127,0.481147677,0.408611834,0.110240482
Sangrur,Punjab,3,53,53,0.216070965,0.211088941,0.208423972,0.742177188,0.710983038,0.744926333,0.041751843,0.077928036,0.046649717,0.13066344,0.261917919,0.052380759,0.026728682,0.041493785,0.047682505,0.167919695,0.041493785,0.236346945,0.511959374,0.480439812,0.497350723,0.374932736,0.325451225,0.324816644,0.053457364,0.041493785,0.09536501,0.600054264,0.376280218,0.638099194,0.346488386,0.582225978,0.266535789,0.216070965,0.742177188,0.041751843,0.216070965,0.742177188,0.041751843,0.396804631,0.54518497,0.058010414,0.216070965,0.742177188,0.041751843
Barnala,Punjab,3,54,54,0.266567945,0.213659793,0.274842501,0.733432055,0.743952215,0.725157499,0,0.042388014,0,0.119206466,0.182409838,0.108219609,0,0,0,0.082914971,0.071091957,0.151404276,0.636121809,0.704841614,0.59543848,0.339312017,0.223311514,0.25276801,0,0,0,0.707249284,0.706413865,0.782746315,0.292750716,0.293586135,0.217253685,0.266567945,0.733432055,0,0.266567945,0.733432055,0,0.330179304,0.640093505,0.0297272,0.266567945,0.733432055,0
Chandigarh,Chandigarh,4,55,55,0.385168374,0.348863989,0.5,0.445709497,0.423506737,0.5,0.169122145,0.227629259,0,0.479436189,0.468901038,0.5,0.103448451,0.139236018,0,0.098364785,0.044196624,0.5,0.31875059,0.252626926,0,0,0.09503939,0,0,0,0,0.568766117,0.677331328,0.5,0.431233883,0.322668642,0.5,0.385168374,0.445709497,0.169122145,0.385168374,0.445709497,0.169122145,0.330292374,0.55814153,0.111566134,0.385168374,0.445709497,0.169122145
Uttarkashi,Uttarakhand,5,56,56,0.282127291,1,0.299032807,0.667649746,0,0.680908442,0.050222982,0,0.02005874,0.485343039,0.319198221,0.469213009,0.014240594,0,0.019337788,0.136428714,0,0.15646027,0.3403714,0.340400875,0.322919607,0.069478557,0.340400875,0.094347306,0.028481187,0,0.038675576,0.543985546,0.340400875,0.501226664,0.427533239,0.659599125,0.46009779,0.282127291,0.667649746,0.050222982,0.282127291,0.667649746,0.050222982,0.507332683,0.422762126,0.069905207,0.282127291,0.667649746,0.050222982
Chamoli,Uttarakhand,5,57,57,0.449242055,0,0.388452291,0.550757945,1,0.611547709,0,0,0,0.341091663,0,0.305431992,0.047337547,0,0,0.135624304,0,0.128699243,0.439017981,1,0.511977494,0.128388256,0,0.118280575,0,0,0,0.447643101,1,0.455341667,0.552356899,0,0.544658303,0.449242055,0.550757945,0,0.449242055,0.550757945,0,0.51355207,0.328233033,0.158214897,0.449242055,0.550757945,0
Rudraprayag,Uttarakhand,5,58,58,0.19662565,0,0.127261639,0.573454797,0,0.575193942,0.229919553,1,0.29754445,0.41204384,0,0.257277429,0.071864672,0,0.143275365,0.067579344,0,0.134731784,0.383298278,1,0.464715451,0.216406539,0,0.16281268,0,0,0,0.585619867,0,0.599447191,0.414380133,1,0.400552779,0.19662565,0.573454797,0.229919553,0.19662565,0.573454797,0.229919553,0.405940235,0.330248833,0.263810933,0.19662565,0.573454797,0.229919553
Tehri Garhwal,Uttarakhand,5,59,59,0.060007062,,0.081769422,0.825129151,,0.761709869,0.114863791,,0.15652068,0.440556526,,0.447722167,0,,0,0.103430286,,0.081769422,0.345285892,,0.38873899,0.110727295,,0.081769422,0,,0,0.563579977,,0.549172282,0.436420053,,0.450827748,0.060007062,0.825129151,0.114863791,0.060007062,0.825129151,0.114863791,0.102147304,0.773235619,0.124617092,0.060007062,0.825129151,0.114863791
Dehradun,Uttarakhand,5,60,60,0.345671743,0.211186081,0.227893397,0.583177269,0.788813949,0.628357708,0.071151026,0,0.143748909,0.48238647,0.633558214,0.227893397,0,0,0,0.15344198,0.155255675,0.310004205,0.315284282,0.211186081,0.363333762,0.048887257,0,0.098768637,0.097774513,0,0.197537273,0.534290016,0.788813949,0.438373685,0.367935508,0.211186081,0.364089042,0.345671743,0.583177269,0.071151026,0.345671743,0.583177269,0.071151026,0.286109656,0.615880251,0.098010115,0.345671743,0.583177269,0.071151026
Garhwal,Uttarakhand,5,61,61,0.279576451,0.449814767,0.458454281,0.539864123,0.443746865,0.387673557,0.180559441,0.106438376,0.153872162,0.449602991,0.233904064,0.771543801,0.035100859,0.106438376,0,0.074365623,0.106438376,0.070764281,0.371738732,0.553219199,0.0789169,0.147608459,0.106438376,0.078775041,0,0,0,0.718591869,0.683718801,0.613003254,0.281408161,0.31628117,0.386996716,0.279576451,0.539864123,0.180559441,0.279576451,0.539864123,0.180559441,0.402128845,0.327784419,0.270086706,0.279576451,0.539864123,0.180559441
Pithoragarh,Uttarakhand,5,62,62,0.396408051,0,0.368236214,0.564565837,1,0.569713116,0.039026119,0,0.062050674,0.349963814,0,0.430286884,0,0,0,0.13979274,0,0.067580424,0.467636138,0,0.502132714,0.042607281,1,0,0,0,0,0.517067552,1,0.349445224,0.482932419,0,0.650554776,0.396408051,0.564565837,0.039026119,0.396408051,0.564565837,0.039026119,0.47050637,0.434591055,0.094902553,0.396408051,0.564565837,0.039026119
Bageshwar,Uttarakhand,5,63,63,0.253879219,,0.263210684,0.632571459,,0.634086549,0.113549359,,0.102702752,0.293337971,,0.271082103,0,,0,0.307830542,,0.361533135,0.319346905,,0.274033666,0.13993372,,0.093351074,0.053031106,,0.032252546,0.658891916,,0.629414022,0.288076967,,0.338333458,0.253879219,0.632571459,0.113549359,0.253879219,0.632571459,0.113549359,0.74518472,0.061665457,0.193149805,0.253879219,0.632571459,0.113549359
Almora,Uttarakhand,5,64,64,0.345417112,0.676826894,0.427669585,0.654582858,0,0.572330415,0,0.323173106,0,0.243466467,0.323173106,0.244135097,0,0,0,0.207845092,0,0.257338196,0.44992277,0.676826894,0.376242459,0.247529194,0,0.306472093,0,0,0,0.65717119,0.353653789,0.688423932,0.34282878,0.646346211,0.311576098,0.345417112,0.654582858,0,0.345417112,0.654582858,0,0.263664901,0.736335099,0,0.345417112,0.654582858,0
Champawat,Uttarakhand,5,65,65,0.417760193,0.475687772,0.348986626,0.397710621,0.327255279,0.542806268,0.184529185,0.197056964,0.108207107,0.177891016,0.268302649,0.045883995,0,0,0,0.110240027,0.229027599,0.117567003,0.556877613,0.387052178,0.691039264,0.229713082,0.152685076,0.246000379,0.030369721,0.083889581,0,0.4131262,0.381712675,0.40322569,0.556504071,0.534397721,0.59677428,0.417760193,0.397710621,0.184529185,0.417760193,0.397710621,0.184529185,0.48495701,0.44819513,0.066847868,0.417760193,0.397710621,0.184529185
Nainital,Uttarakhand,5,66,66,0.252311796,0.53520745,0.410532475,0.747688174,0.46479255,0.589467525,0,0,0,0.329229653,0.137384474,0.25342229,0.057102077,0.114330284,0,0.117540576,0.069936849,0.175884649,0.458714485,0.678348422,0.493864208,0.084411018,0.175418004,0.076828845,0,0,0,0.599811554,0.533038139,0.586417139,0.400188416,0.466961861,0.413582891,0.252311796,0.747688174,0,0.252311796,0.747688174,0,0.361081094,0.637101173,0.001817764,0.252311796,0.747688174,0
Udham Singh Nagar,Uttarakhand,5,67,67,0.391209215,0.412565142,0.37762782,0.534572721,0.49335736,0.536345541,0.07421805,0.094077483,0.086026639,0.296088666,0.33583951,0.410114557,0.022417797,0.052572742,0.050119597,0.131996125,0.078999139,0.051685829,0.415311158,0.444642246,0.292978793,0.211674884,0.186132059,0.242991671,0.035466541,0.027975164,0,0.561022222,0.626550496,0.444830418,0.403511226,0.345474362,0.555169582,0.391209215,0.534572721,0.07421805,0.391209215,0.534572721,0.07421805,0.427795321,0.448334783,0.123869888,0.391209215,0.534572721,0.07421805
Hardwar,Uttarakhand,5,68,68,0.345626295,0.33302176,0.365790665,0.587668478,0.601891816,0.58752656,0.066705219,0.065086395,0.046682797,0.263934404,0.149247885,0.184481904,0,0.035417236,0,0.20188728,0.126160502,0.208738178,0.467274457,0.612004042,0.582439542,0.188836709,0.19515036,0.153318822,0.050636087,0,0,0.65065515,0.61428678,0.62199378,0.298708767,0.38571322,0.37800622,0.345626295,0.587668478,0.066705219,0.345626295,0.587668478,0.066705219,0.379479527,0.566254795,0.054265685,0.345626295,0.587668478,0.066705219
Panchkula,Haryana,6,69,69,0.290394664,0.42136243,0.259442687,0.709605336,0.297729284,0.740557313,0,0.280908287,0,0.25708732,0.429772943,0.121824309,0,0,0,0.192019641,0.148864642,0,0.484931558,0.42136243,0.756351411,0.273835838,0,0.505747676,0.133178234,0,0.245966986,0.459814399,0.2893188,0.494590342,0.407007396,0.7106812,0.259442687,0.290394664,0.709605336,0,0.290394664,0.709605336,0,0.315945625,0.571908772,0.112145595,0.290394664,0.709605336,0
Ambala,Haryana,6,70,70,0.273630172,,0.528677523,0.726369858,,0.471322477,0,,0,0.235079527,,0.333333343,0,,0,0.163659811,,0.19534418,0.601260662,,0.471322477,0.248485938,,0.19534418,0.06930498,,0,0.64056927,,0.862010837,0.290125757,,0.137989148,0.273630172,0.726369858,0,0.273630172,0.726369858,0,0.223796368,0.755516946,0.020686695,0.273630172,0.726369858,0
Yamunanagar,Haryana,6,71,71,0.479997039,0,0.46106106,0.520002961,0.5,0.53893894,0,0.5,0,0.116809785,0.5,0.181203917,0,0,0,0.11493402,0,0.178294092,0.583597958,0,0.452660024,0.241940409,0.5,0.276702315,0.057282187,0,0.088860333,0.464226902,0.5,0.541275322,0.478490919,0.5,0.369864315,0.479997039,0.520002961,0,0.479997039,0.520002961,0,0.473848403,0.461593688,0.064557925,0.479997039,0.520002961,0
Kurukshetra,Haryana,6,72,72,0.492365748,0.304741859,0.568755746,0.507634223,0.695258141,0.431244254,0,0,0,0.443530768,0.096637167,0.497632265,0,0,0,0.055100512,0.111467518,0.081314802,0.440581173,0.79189533,0.421052933,0.178145289,0.111467518,0.089707434,0.060787518,0,0.089707434,0.556951046,0.806725681,0.493721277,0.382261425,0.193274334,0.416571289,0.492365748,0.507634223,0,0.492365748,0.507634223,0,0.289922863,0.615136802,0.094940312,0.492365748,0.507634223,0
Kaithal,Haryana,6,73,73,0.488910317,0.160808221,0.598557591,0.511089683,0.839191794,0.401442379,0,0,0,0.267602921,0.384355664,0.243198127,0.031207843,0,0.050539721,0.183857501,0.07451582,0.252743542,0.517331719,0.541128516,0.453518629,0.059407741,0.07451582,0.048043605,0,0,0,0.635527492,0.517575324,0.659277856,0.364472538,0.482424676,0.340722173,0.488910317,0.511089683,0,0.488910317,0.511089683,0,0.5491274,0.4508726,0,0.488910317,0.511089683,0
Karnal,Haryana,6,74,74,0.348929256,0,0.381990343,0.541866601,1,0.499066293,0.109204181,0,0.118943371,0.30507496,0,0.475397974,0,0,0,0.185770556,1,0.176163107,0.376060545,0,0.348438919,0.220959038,0,0,0,0,0,0.577414215,1,0.57289356,0.422585756,0,0.42710647,0.348929256,0.541866601,0.109204181,0.348929256,0.541866601,0.109204181,0.407469988,0.524884343,0.067645676,0.348929256,0.541866601,0.109204181
Panipat,Haryana,6,75,75,0.516576469,0.385299653,0.603007376,0.34342584,0.408557385,0.396992594,0.139997706,0.206142992,0,0.54112035,0.429210693,0.592277646,0,0,0,0.144074157,0.148509502,0,0.225865573,0.422279805,0.407722324,0.166893557,0.082026362,0.209226042,0,0,0,0.476356238,0.779757857,0.209226042,0.523643792,0.220242172,0.790773988,0.516576469,0.34342584,0.139997706,0.516576469,0.34342584,0.139997706,0.122801602,0.823255062,0.053943306,0.516576469,0.34342584,0.139997706
Sonipat,Haryana,6,76,76,0.51817745,0.289932281,0,0.448496163,0.625917852,1,0.033326406,0.084149852,0,0.160059005,0.464802474,0,0,0,0,0.185580269,0.101813994,1,0.654360712,0.433383524,0,0.043732159,0.116200618,0,0,0,0,0.539311826,0.302796274,1,0.460688174,0.697203696,0,0.51817745,0.448496163,0.033326406,0.51817745,0.448496163,0.033326406,0.48429957,0.44049257,0.075207867,0.51817745,0.448496163,0.033326406
Jind,Haryana,6,77,77,0.291505992,0,0.315155864,0.708494008,1,0.684844136,0,0,0,0.362095207,0,0.378474414,0,0,0,0.116319545,0,0.1311737,0.382738531,1,0.368937284,0.175777107,0,0.184733152,0.068031915,0,0,0.501711488,1,0.62156558,0.430256575,0,0.37843442,0.291505992,0.708494008,0,0.291505992,0.708494008,0,0.268103451,0.664796472,0.067100078,0.291505992,0.708494008,0
Fatehabad,Haryana,6,78,78,0.340980947,0.181376025,0.473160118,0.567531645,0.49117437,0.379733354,0.091487408,0.32744959,0.147106528,0.310372263,0.34510082,0.348825306,0,0,0,0.138204098,0,0.222224295,0.505612314,0.65489918,0.355288386,0.169796869,0.65489918,0.117980458,0,0,0,0.78744936,0.67255044,0.733348489,0.212550625,0.32744959,0.266651481,0.340980947,0.567531645,0.091487408,0.340980947,0.567531645,0.091487408,0.247624382,0.640891254,0.111484349,0.340980947,0.567531645,0.091487408
Sirsa,Haryana,6,79,79,0.299230576,0,0.33890599,0.623149395,0.766401589,0.598436594,0.077620044,0.233598411,0.062657431,0.282232255,0.233598411,0.285704017,0,0,0,0.07189662,0,0.061450675,0.52547586,0.766401589,0.506250739,0.227356598,0.194810793,0.225409389,0.020415325,0,0.024857912,0.677194536,0.428409219,0.664893627,0.302390128,0.571590781,0.310248435,0.299230576,0.623149395,0.077620044,0.299230576,0.623149395,0.077620044,0.249041572,0.615350664,0.135607794,0.299230576,0.623149395,0.077620044
Hisar,Haryana,6,80,80,0.294354111,0.767746627,0.115423776,0.631855726,0.153583691,0.7869789,0.073790148,0.07866969,0.097597323,0.275675148,0.153583691,0.309974104,0,0,0,0.142102107,0,0.187022001,0.521695912,0.561031938,0.456653863,0.16924046,0.285384387,0.092700116,0.055703558,0,0.048916407,0.638330221,0.488111645,0.603463411,0.305966228,0.511888325,0.347620159,0.294354111,0.631855726,0.073790148,0.294354111,0.631855726,0.073790148,0.337241143,0.580982447,0.081776425,0.294354111,0.631855726,0.073790148
Bhiwani,Haryana,6,81,81,0.471405804,0.389676154,0.570518374,0.46945259,0.512904823,0.429481626,0.059141625,0.097419038,0,0.141184881,0.29225713,0.095260464,0,0,0,0.215643778,0.097419038,0.181691661,0.5574072,0.413629591,0.675163269,0.247698948,0.294113308,0.281034529,0.049298931,0,0.039349765,0.583872318,0.705886722,0.618400455,0.36682874,0.294113308,0.342249781,0.471405804,0.46945259,0.059141625,0.471405804,0.46945259,0.059141625,0.479805082,0.520194948,0,0.471405804,0.46945259,0.059141625
Rohtak,Haryana,6,82,82,0.309904486,0.418250293,0.225966543,0.690095484,0.581749678,0.774033487,0,0,0,0.282552809,0.115028985,0.287162185,0.040133692,0.156894624,0,0.051399421,0,0.049931731,0.585780382,0.613047421,0.66290611,0.18572861,0.461431801,0.168538049,0.125649482,0.271923602,0.051810853,0.507267237,0.575149894,0.484992176,0.367083281,0.15292652,0.463196993,0.309904486,0.690095484,0,0.309904486,0.690095484,0,0.335005254,0.641426504,0.023568269,0.309904486,0.690095484,0
Jhajjar,Haryana,6,83,83,0.451310545,1,0.344141185,0.508715987,0,0.596969724,0.039973445,0,0.058889117,0.289903969,0.589425027,0.229149938,0,0,0,0.113410629,0.214099959,0.053448308,0.59668541,0.196475014,0.717401743,0.178883806,0,0.21570304,0,0,0,0.446452498,0.214099959,0.496257901,0.553547502,0.785900056,0.503742099,0.451310545,0.508715987,0.039973445,0.451310545,0.508715987,0.039973445,0.229302391,0.749775171,0.020922467,0.451310545,0.508715987,0.039973445
Mahendragarh,Haryana,6,84,84,0.425107718,0.5,0.375937581,0.574892282,0.5,0.624062419,0,0,0,0.205307797,0,0.261080027,0,0,0,0.14351289,0.75,0.040533364,0.62368381,0.25,0.663421929,0.14852795,0.25,0.188875824,0.04200061,0,0.05341015,0.72066468,1,0.679747403,0.237334728,0,0.266842455,0.425107718,0.574892282,0,0.425107718,0.574892282,0,0.343372405,0.559404671,0.097222947,0.425107718,0.574892282,0
Rewari,Haryana,6,85,85,0.187369794,0.075221062,0.138667032,0.812630177,0.924778938,0.861332953,0,0,0,0.165473431,0.101732068,0.152325258,0,0,0,0.197601169,0.221314803,0.300248832,0.524187386,0.601732075,0.449694782,0.291683644,0.252174199,0.239375651,0.054949056,0.075221062,0,0.638789952,0.721314788,0.600427985,0.306261003,0.203464136,0.399572015,0.187369794,0.812630177,0,0.187369794,0.812630177,0,0.431595683,0.568404317,0,0.187369794,0.812630177,0
Gurgaon,Haryana,6,86,86,0.429631233,0.370939046,0.364600033,0.536589563,0.597001851,0.635399997,0.033779234,0.032059114,0,0.269672275,0.323386312,0.188393608,0,0,0,0.069073252,0.097485162,0.044093024,0.625978708,0.542753935,0.767513394,0.114706442,0.072749242,0.132435396,0.014767659,0,0.066384077,0.59654063,0.707544506,0.593398988,0.388691694,0.292455494,0.340216935,0.429631233,0.536589563,0.033779234,0.429631233,0.536589563,0.033779234,0.720671773,0.279328227,0,0.429631233,0.536589563,0.033779234
Mewat,Haryana,6,87,87,0.313123405,0.203572482,0.376949668,0.605930448,0.666666687,0.573140621,0.080946147,0.129760861,0.049909741,0.294298708,0.166666672,0.320762336,0.014077782,0,0.020805141,0.162297621,0.129760861,0.192117065,0.445068032,0.638692081,0.389531046,0.151976347,0.064880431,0.164934069,0.017390862,0,0.025701446,0.680024564,0.833333313,0.621393383,0.302584589,0.166666672,0.352905154,0.313123405,0.605930448,0.080946147,0.313123405,0.605930448,0.080946147,0.363488436,0.636511564,0,0.313123405,0.605930448,0.080946147
Faridabad,Haryana,6,88,88,0.664140046,0.7611081,0.664939582,0.335859925,0.2388919,0.335060447,0,0,0,0.135119662,0.20852457,0.335060447,0,0,0,0.144742042,0.095544443,0,0.689225197,0.62714982,0.664939582,0.08769168,0.12369369,0.664939582,0.163287744,0.07030686,0.664939582,0.751323164,0.666256011,0,0.0853891,0.263437122,0.335060447,0.664140046,0.335859925,0,0.664140046,0.335859925,0,0.328249991,0.657188833,0.014561199,0.664140046,0.335859925,0
Palwal,Haryana,6,89,89,0.358504623,0.260770917,0.434610307,0.621264338,0.739229083,0.537779272,0.020231055,0,0.027610417,0.2456927,0,0.277315736,0.018600401,0,0.025384974,0.12091665,0.130385458,0.136702627,0.490133703,0.608843625,0.44513151,0.217157394,0.521541834,0.171736553,0.039350569,0.260770917,0.025384974,0.609263837,0.492726594,0.673855901,0.351385564,0.246502474,0.300759107,0.358504623,0.621264338,0.020231055,0.358504623,0.621264338,0.020231055,0.400416166,0.599583864,0,0.358504623,0.621264338,0.020231055
