DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma_q1,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma_q1,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma_q1,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,h_glucose_all_ma_q2,hh_glucose_all_ma_q2,l_glucose_all_ma_q2,h_glucose_all_ma_q3,hh_glucose_all_ma_q3,l_glucose_all_ma_q3,h_glucose_all_ma_q4,hh_glucose_all_ma_q4,l_glucose_all_ma_q4,h_glucose_all_ma_q5,hh_glucose_all_ma_q5,l_glucose_all_ma_q5
Nagaon,Assam,18,305,305,0.229977131,,0.201119348,0.770022869,,0.798880637,0,,0,0.501933575,,0.44919014,0.082355835,,0.110882662,0.164711669,,0.221765324,0.244391114,,0.329044521,0.088963628,,0,0.082355835,,0.110882662,0.660994351,,0.663347185,0.256649792,,0.225770146,0.229977131,0.770022869,0,0.229977131,0.770022869,0,0.352760583,0.647239387,0,0.229977131,0.770022869,0
Sonitpur,Assam,18,306,306,0.220650688,0,0.220650688,0.670021117,1,0.670021117,0.109328188,0,0.109328188,0.225593656,0,0.225593656,0,0,0,0.111262947,0,0.111262947,0.332922161,0,0.332922161,0.330221236,1,0.330221236,0,0,0,0.664927185,1,0.664927185,0.335072815,0,0.335072815,0.220650688,0.670021117,0.109328188,0.220650688,0.670021117,0.109328188,0.270801485,0.677167654,0.052030839,0.220650688,0.670021117,0.109328188
Lakhimpur,Assam,18,307,307,0.37705937,0,0.393954635,0.574971199,1,0.555926561,0.047969423,0,0.050118834,0.143705159,0.5,0.150144294,0,0,0,0.045519147,0,0.025154779,0.64329195,0.5,0.649712563,0.403629363,0.5,0.399311185,0.09580344,0,0.100096196,0.761784256,1,0.773514271,0.14241229,0,0.126389503,0.37705937,0.574971199,0.047969423,0.37705937,0.574971199,0.047969423,0.377837092,0.622162938,0,0.37705937,0.574971199,0.047969423
Dhemaji,Assam,18,308,308,0.348760813,0,0.348760813,0.625660658,1,0.625660658,0.025578545,0,0.025578545,0.212838262,1,0.212838262,0.031993072,0,0.031993072,0.138046697,0,0.138046697,0.454101861,0,0.454101861,0.227006242,0,0.227006242,0.089497328,0,0.089497328,0.722393692,1,0.722393692,0.188108966,0,0.188108966,0.348760813,0.625660658,0.025578545,0.348760813,0.625660658,0.025578545,0.390792817,0.580829501,0.028377689,0.348760813,0.625660658,0.025578545
Tinsukia,Assam,18,309,309,0.290869832,0,0.321515799,0.674613118,1,0.640330434,0.034517031,0,0.038153738,0.148130417,0,0.164383337,0,0,0,0.0399637,0,0,0.467809081,0.477875143,0.453765452,0.532866597,0.522124887,0.591332912,0.148151547,0,0.164406776,0.564894617,0.522124887,0.582526505,0.286953866,0.477875143,0.253066719,0.290869832,0.674613118,0.034517031,0.290869832,0.674613118,0.034517031,0.572963655,0.304165244,0.122871108,0.290869832,0.674613118,0.034517031
Dibrugarh,Assam,18,310,310,0.308599532,0.657242239,0.329487205,0.651702404,0.342757732,0.646124184,0.039698053,0,0.02438863,0.161043376,0.314484537,0.16742973,0,0,0,0.1496429,0.342757732,0.146099985,0.495600343,0.342757732,0.48916778,0.297755361,0,0.370044202,0.120129257,0,0.105853677,0.560515523,0.685515463,0.529969871,0.319355249,0.314484537,0.364176422,0.308599532,0.651702404,0.039698053,0.308599532,0.651702404,0.039698053,0.565112233,0.434887797,0,0.308599532,0.651702404,0.039698053
Sivasagar,Assam,18,311,311,0.280911595,,0.258006871,0.62745899,,0.647445083,0.091629393,,0.094548009,0.253182709,,0.261247188,0,,0,0.161400914,,0.134689495,0.455412656,,0.469918668,0.257641107,,0.265847594,0,,0,0.588336408,,0.575223923,0.411663592,,0.424776077,0.280911595,0.62745899,0.091629393,0.280911595,0.62745899,0.091629393,0.440841913,0.48852843,0.070629671,0.280911595,0.62745899,0.091629393
Jorhat,Assam,18,312,312,0.332145721,0.166666672,0.289536268,0.667854309,0.833333313,0.710463703,0,0,0,0.28432259,0.5,0.238662034,0,0,0,0.109844498,0,0.116852634,0.451006502,0.5,0.479780942,0.214438036,0.166666672,0.228119284,0.164205164,0,0.174681544,0.614819229,0.666666687,0.590244532,0.220975593,0.333333343,0.235073939,0.332145721,0.667854309,0,0.332145721,0.667854309,0,0.455695778,0.512733519,0.031570684,0.332145721,0.667854309,0
Golaghat,Assam,18,313,313,0.330668956,0.494023383,0.292416483,0.573328078,0,0.707583547,0.096002966,0.505976617,0,0.305122852,0,0.376573056,0,0,0,0.096002966,0.505976617,0,0.518497646,0.494023383,0.524228752,0.17411153,0.494023383,0.099198207,0,0,0,0.51923728,1,0.406657726,0.48076272,0,0.593342245,0.330668956,0.573328078,0.096002966,0.330668956,0.573328078,0.096002966,0.346999109,0.589946985,0.063053913,0.330668956,0.573328078,0.096002966
Karbi Anglong,Assam,18,314,314,0.177197754,0.400000006,0.201883778,0.728477359,0.600000024,0.690650642,0.094324857,0,0.107465573,0.040815458,0,0.046501596,0,0,0,0.084114894,0,0.095833227,0.875069618,0.727290273,0.857665181,0.26480034,0.272709727,0.301690578,0.042057447,0.072709732,0.047916614,0.643951416,0.672709703,0.65251869,0.313991129,0.254580528,0.299564719,0.177197754,0.728477359,0.094324857,0.177197754,0.728477359,0.094324857,0.314557076,0.656520069,0.028922848,0.177197754,0.728477359,0.094324857
Dima Hasao,Assam,18,315,315,0.407143921,0.5,0.373277575,0.517731369,0.328947097,0.569154501,0.075124718,0.171052888,0.057567913,0.257340401,0.486841321,0.248390049,0.028388804,0,0,0.080381088,0,0.100663908,0.553192198,0.513158679,0.549885809,0.191462949,0.171052888,0.201441765,0,0,0,0.662674725,0.342105776,0.686003685,0.337325305,0.657894194,0.313996315,0.407143921,0.517731369,0.075124718,0.407143921,0.517731369,0.075124718,0.46562919,0.448967636,0.085403167,0.407143921,0.517731369,0.075124718
Cachar,Assam,18,316,316,0.417012453,0,0.430898726,0.546020091,0.663866878,0.52660948,0.036967456,0.336133122,0.042491823,0.233457565,1,0.106522411,0.082775079,0,0.106522411,0.240383908,0,0.3093476,0.443383425,0,0.477607578,0.16157949,0,0.207935005,0.082775079,0,0.106522411,0.781585395,0.495255411,0.811902523,0.135639533,0.504744589,0.081575073,0.417012453,0.546020091,0.036967456,0.417012453,0.546020091,0.036967456,0.367451966,0.496082991,0.136465058,0.417012453,0.546020091,0.036967456
Karimganj,Assam,18,317,317,0.581997037,0,0.567228198,0.418002993,1,0.432771832,0,0,0,0.278704017,0,0.262959242,0,0,0,0.133470967,0,0.158352494,0.410564989,1,0.42015326,0.221735001,0.666666687,0.263070613,0.088125512,0,0.052784164,0.556968451,0.333333343,0.526148617,0.354906023,0.666666687,0.421067208,0.581997037,0.418002993,0,0.581997037,0.418002993,0,0.319771916,0.631560206,0.048667882,0.581997037,0.418002993,0
Hailakandi,Assam,18,318,318,0.274045527,0.149933249,0.281443536,0.695460796,0.850066721,0.718556464,0.030493667,0,0,0.277570695,0.283355594,0.26366958,0,0.13342233,0,0.206307441,0.283355594,0.21656993,0.447743714,0.299866498,0.433146983,0.173047796,0.149933249,0.174529269,0.070152521,0,0.044193503,0.689573884,1,0.739380598,0.240273565,0,0.216425911,0.274045527,0.695460796,0.030493667,0.274045527,0.695460796,0.030493667,0.342497498,0.492110759,0.165391728,0.274045527,0.695460796,0.030493667
Bongaigaon,Assam,18,319,319,0.202006906,,0.202006906,0.797993124,,0.797993124,0,,0,0.37964046,,0.37964046,0,,0,0.195468709,,0.195468709,0.212445423,,0.212445423,0.212445423,,0.212445423,0,,0,0.822366416,,0.822366416,0.177633554,,0.177633554,0.202006906,0.797993124,0,0.202006906,0.797993124,0,0.253577173,0.639110148,0.107312672,0.202006906,0.797993124,0
Chirang,Assam,18,320,320,0.386709005,0.75,0.431435734,0.548502147,0,0.491158217,0.064788833,0.25,0.077406041,0.102896214,0.666666687,0.089838393,0,0,0,0.167551219,0,0.159570128,0.519719005,0,0.510099769,0.288166106,0.333333343,0.305268556,0.052706253,0,0.060407009,0.733356595,0.333333343,0.722489774,0.213937148,0.666666687,0.217103183,0.386709005,0.548502147,0.064788833,0.386709005,0.548502147,0.064788833,0.421886981,0.578113019,0,0.386709005,0.548502147,0.064788833
Kamrup,Assam,18,321,321,0.600530028,0.728952229,0.761322796,0.211201802,0.271047771,0,0.188268155,0,0.238677204,0,0.363156497,0,0,0.091228992,0,0.174373761,0.181578249,0.211201802,0.651252508,0.364036232,0.577596366,0.174373761,0,0.211201802,0,0,0,0.833999515,0.27280724,0.798939884,0.166000485,0.72719276,0.201060101,0.600530028,0.211201802,0.188268155,0.600530028,0.211201802,0.188268155,0.419066131,0.580933869,0,0.600530028,0.211201802,0.188268155
Kamrup Metropolitan,Assam,18,322,322,0.5,0.400000006,,0.5,0.200000003,,0,0.400000006,,0.379114926,0.354753166,,0,0,,0,0.177376583,,0.241770178,0.290493667,,0.379114926,0.177376583,,0.379114926,0.177376583,,0.379114926,0.354753166,,0.241770178,0.467870235,,0.5,0.5,0,0.5,0.5,0,0.422420412,0.368272394,0.209307194,0.5,0.5,0
Nalbari,Assam,18,323,323,0.412647605,0.721104026,0.260073662,0.423804939,0.278895974,0.533894897,0.163547441,0,0.206031442,0.273818463,0.290828019,0.212277994,0.0489446,0,0.061658725,0.0978892,0.072707005,0.12331745,0.480172873,0.563757956,0.541356981,0.198563978,0.218121007,0.12304756,0,0,0,0.56359899,0.721104026,0.513785303,0.43640101,0.278895974,0.486214727,0.412647605,0.423804939,0.163547441,0.412647605,0.423804939,0.163547441,0.554887176,0.3422921,0.102820732,0.412647605,0.423804939,0.163547441
Baksa,Assam,18,324,324,0.380861431,0,0.47798264,0.549079001,1,0.434092313,0.07005956,0,0.087925039,0.191341177,0,0.158390164,0,0,0,0.078270525,0,0.098421201,0.54524368,1,0.510378659,0.2548244,0,0.232809976,0,0,0,0.619838595,1,0.521966338,0.380161434,0,0.478033662,0.380861431,0.549079001,0.07005956,0.380861431,0.549079001,0.07005956,0.489949167,0.478144735,0.03190608,0.380861431,0.549079001,0.07005956
Darrang,Assam,18,325,325,0.318838447,1,0.273155987,0.639804482,0,0.678160548,0.041357052,0,0.048683479,0.220530838,0,0.259597987,0,0,0,0.109201781,1,0.052060705,0.534276366,0,0.528259397,0.223607659,0,0.263219893,0.046594858,0,0.054849166,0.792053163,1,0.780581832,0.161352009,0,0.164568976,0.318838447,0.639804482,0.041357052,0.318838447,0.639804482,0.041357052,0.445647448,0.404759437,0.1495931,0.318838447,0.639804482,0.041357052
Udalguri,Assam,18,326,326,0.332192361,0,0.228184596,0.598878324,0.75,0.692150712,0.068929315,0.25,0.079664715,0.392382324,0.25,0.453493953,0.065828003,0,0.076080397,0.068929315,0,0.079664715,0.209404334,0.5,0.162353322,0.403931051,0.25,0.390760928,0.131186485,0,0.071953423,0.471327007,0.5,0.4686535,0.397486508,0.5,0.459393084,0.332192361,0.598878324,0.068929315,0.332192361,0.598878324,0.068929315,0.325885385,0.622774422,0.051340181,0.332192361,0.598878324,0.068929315
Darjiling,West Bengal,19,327,327,0.666666687,0.272727281,,0,0.545454562,,0.333333343,0.181818187,,0,0.272727281,,0.333333343,0.090909094,,0,0,,0.666666687,0.545454562,,0,0.181818187,,0,0.090909094,,0.333333343,0.636363626,,0.666666687,0.272727281,,0.666666687,0,0.333333343,0.666666687,0,0.333333343,0.412012011,0.411549687,0.176438272,0.666666687,0,0.333333343
Jalpaiguri,West Bengal,19,328,328,0.475963593,0,0.605450571,0.453187615,1,0.288331419,0.070848793,0,0.10621798,0.321223646,1,0.238252178,0,0,0,0.233865306,0,0.303321362,0.241473421,0,0.204118997,0.198338002,0,0.246653661,0.067536108,0,0.101362377,0.794281483,1,0.745484531,0.138182417,0,0.153153062,0.475963593,0.453187615,0.070848793,0.475963593,0.453187615,0.070848793,0.384622633,0.507810414,0.107566983,0.475963593,0.453187615,0.070848793
Koch Bihar,West Bengal,19,329,329,0.480224699,,0.439739257,0.422236115,,0.49331212,0.097539186,,0.06694863,0.574267209,,0.484582484,0,,0,0.25226751,,0.375836998,0.173465282,,0.139580518,0,,0,0,,0,0.679407775,,0.638070643,0.320592225,,0.361929327,0.480224699,0.422236115,0.097539186,0.480224699,0.422236115,0.097539186,0.306412846,0.576863229,0.11672391,0.480224699,0.422236115,0.097539186
Uttar Dinajpur,West Bengal,19,330,330,0.299057394,0.25,0.299519688,0.590061903,0.625,0.580081165,0.110880673,0.125,0.12039914,0.388606817,0.142857149,0.501144886,0,0,0,0.106478728,0.142857149,0.110575505,0.422703594,0.714285731,0.311399966,0.109963253,0,0.115319446,0.054547731,0,0.038439814,0.572703719,0.857142866,0.533765256,0.372748554,0.142857149,0.427794963,0.299057394,0.590061903,0.110880673,0.299057394,0.590061903,0.110880673,0.66051048,0.339489549,0,0.299057394,0.590061903,0.110880673
Dakshin Dinajpur,West Bengal,19,331,331,0.214502349,0,0.239672169,0.596634924,0.64588511,0.619508147,0.188862726,0.35411489,0.140819684,0.130206376,0,0,0,0,0,0.233359501,0,0.205640957,0.542247355,1,0.58739686,0.143155783,0,0.206962198,0.045217756,0,0.099359661,0.69316107,0.5,0.810019076,0.261621177,0.5,0.090621248,0.214502349,0.596634924,0.188862726,0.214502349,0.596634924,0.188862726,0.352109879,0.583882689,0.064007416,0.214502349,0.596634924,0.188862726
Maldah,West Bengal,19,332,332,0.19885169,0.200000003,0.382835865,0.523355663,0.600000024,0.488246769,0.277792662,0.200000003,0.128917351,0.477352917,0.200000003,0.37379539,0,0,0,0.201745197,0.200000003,0.128917351,0.202005774,0.600000024,0.268384516,0.17834416,0.200000003,0.343354106,0.126409993,0,0.114451371,0.610568225,0.800000012,0.615654767,0.263021767,0.200000003,0.269893855,0.19885169,0.523355663,0.277792662,0.19885169,0.523355663,0.277792662,0.325251937,0.5774979,0.097250156,0.19885169,0.523355663,0.277792662
Murshidabad,West Bengal,19,333,333,0.32131812,0.333333343,0.32131812,0.56216383,0.666666687,0.56216383,0.116518028,0,0.116518028,0.362683922,0.333333343,0.362683922,0,0,0,0.152923107,0,0.152923107,0.484392971,0.666666687,0.484392971,0,0,0,0,0,0,0.560983241,0.333333343,0.560983241,0.43901673,0.666666687,0.43901673,0.32131812,0.56216383,0.116518028,0.32131812,0.56216383,0.116518028,0.278104812,0.676746905,0.045148283,0.32131812,0.56216383,0.116518028
Birbhum,West Bengal,19,334,334,0.291753501,0.49371776,0.310988188,0.708246529,0.50628227,0.689011812,0,0,0,0.279113412,1,0.265589148,0.035805635,0,0.025101539,0.138352409,0,0.142733365,0.469755381,0,0.508375049,0.118489563,0,0.091743074,0.041825626,0,0.033542171,0.642535746,0,0.623513341,0.315638661,1,0.342944473,0.291753501,0.708246529,0,0.291753501,0.708246529,0,0.384968042,0.574266136,0.040765807,0.291753501,0.708246529,0
Barddhaman,West Bengal,19,335,335,0.34800753,0.375382662,0.400037289,0.581577301,0.585103571,0.511630297,0.070415154,0.039513748,0.088332415,0.344356358,0.272794932,0.360697716,0,0,0,0.065966338,0.126057163,0.093745634,0.515566707,0.511274815,0.499247253,0.146733016,0.168900579,0.139491647,0.025771588,0,0.046872817,0.553907514,0.662824452,0.510883451,0.420320928,0.337175518,0.442243725,0.34800753,0.581577301,0.070415154,0.34800753,0.581577301,0.070415154,0.321970224,0.508330822,0.169698939,0.34800753,0.581577301,0.070415154
Nadia,West Bengal,19,336,336,0.275925905,0.72939837,0.252494514,0.635749578,0.182349592,0.747505486,0.088324517,0.088252015,0,0.272629172,0.182349592,0.247963279,0,0,0,0.264698446,0.358853638,0.242418528,0.462672383,0.458796769,0.509618223,0,0.088252015,0,0,0,0,0.911813021,0.72939837,0.878790736,0.088186964,0.2706016,0.121209264,0.275925905,0.635749578,0.088324517,0.275925905,0.635749578,0.088324517,0.311962038,0.62763375,0.060404189,0.275925905,0.635749578,0.088324517
North 24 Parganas,West Bengal,19,337,337,0.389700502,0.139575288,0,0.403470993,0,0.493767172,0.206828505,0.860424697,0.506232858,0.206828505,0.418725878,0,0,0,0,0.591436028,0,1,0.201735497,0.441698819,0,0,0.279150575,0,0,0,0,0.793171465,0.418725878,1,0.206828505,0.581274152,0,0.389700502,0.403470993,0.206828505,0.389700502,0.403470993,0.206828505,0.346678585,0.653321445,0,0.389700502,0.403470993,0.206828505
Hugli,West Bengal,19,338,338,0.651464164,0.284141332,0.699302971,0.144091502,0.524857938,0.194115087,0.204444334,0.19100073,0.106581919,0.676249385,0.38200146,0.650743663,0,0,0,0,0,0,0.240323424,0.61799854,0.234030843,0.083427213,0,0.115225494,0.084723175,0,0.117015421,0.421843797,0.475142062,0.201479524,0.493433028,0.524857938,0.681505084,0.651464164,0.144091502,0.204444334,0.651464164,0.144091502,0.204444334,0.410343915,0.501598895,0.088057168,0.651464164,0.144091502,0.204444334
Bankura,West Bengal,19,339,339,0.450341821,0,0.433521241,0.329314053,0.5,0.34236601,0.220344111,0.5,0.224112779,0.367474109,0,0.343991905,0.024476498,0,0.027415302,0.092284828,0,0.076877527,0.46809724,1,0.524299979,0.132662863,0,0.122615904,0.022361914,0,0.025046827,0.548363566,0,0.565028727,0.429274529,1,0.409924448,0.450341821,0.329314053,0.220344111,0.450341821,0.329314053,0.220344111,0.25058192,0.611019731,0.138398319,0.450341821,0.329314053,0.220344111
Puruliya,West Bengal,19,340,340,0.407777697,0.393248677,0.431061029,0.252141118,0.303375661,0.283125281,0.340081185,0.303375661,0.285813689,0.50784415,0.303375661,0.535052896,0.056912795,0,0.056800146,0.082776614,0.089873001,0.075614728,0.301671535,0.606751323,0.27742213,0.099813804,0,0.107198603,0.027078548,0,0.038746998,0.486152798,0.337132335,0.477660328,0.486768663,0.662867665,0.483592689,0.407777697,0.252141118,0.340081185,0.407777697,0.252141118,0.340081185,0.667152345,0.137795165,0.19505249,0.407777697,0.252141118,0.340081185
Haora,West Bengal,19,341,341,0,0.235733286,0,1,0.57773912,1,0,0.18652761,0,0.632582009,0.328997076,0,0,0,0,0.367418021,0.093263805,1,0,0.484475315,0,0,0.093263805,0,0,0,0,1,0.657994151,1,0,0.342005819,0,0,1,0,0,1,0,0.523094833,0.420873821,0.056031361,0,1,0
Kolkata,West Bengal,19,342,342,,0.35608077,,,0.262865812,,,0.381053418,,,0.12153323,,,0,,,0,,,0.631871581,,,0.246595189,,,0,,,0.116391592,,,0.883608401,,,,,,,,0.68736279,0.295903951,0.016733268,NA,,
South 24 Parganas,West Bengal,19,343,343,0.477584869,0.111111112,0.469798923,0.419708639,0.666666687,0.448320091,0.102706499,0.222222224,0.081880979,0.363147736,0.25,0.340644151,0.050775368,0.25,0.032554347,0.127626121,0,0.117547251,0.390861779,0.375,0.41805166,0.171655938,0.125,0.204323679,0.044084389,0,0.059486173,0.667390645,0.625,0.698538125,0.288524985,0.375,0.241975695,0.477584869,0.419708639,0.102706499,0.477584869,0.419708639,0.102706499,0.09860003,0.568018436,0.333381504,0.477584869,0.419708639,0.102706499
Pashchim Medinipur,West Bengal,19,344,344,0.440541446,0.28557387,0.473929673,0.389226109,0.57188493,0.332229257,0.170232445,0.142541185,0.193841085,0.428150207,0.21405752,0.521335244,0,0,0,0,0,0,0.462515116,0.643155575,0.33752057,0.223800391,0.21430327,0.23875919,0.032039065,0.071270593,0,0.467964321,0.500122845,0.454984516,0.499996632,0.42860654,0.545015454,0.440541446,0.389226109,0.170232445,0.440541446,0.389226109,0.170232445,0.1427726,0.815484643,0.04174275,0.440541446,0.389226109,0.170232445
Purba Medinipur,West Bengal,19,345,345,0.388958097,0.752431691,0.366557926,0.611041903,0.247568309,0.633442104,0,0,0,0.308826715,0,0.126546085,0.071093641,0,0.117824547,0,0.495136619,0,0.620079637,0.504863381,0.755629361,0,0,0,0,0,0,0.448257297,0.495136619,0.612353027,0.551742733,0.504863381,0.387646943,0.388958097,0.611041903,0,0.388958097,0.611041903,0,0.462061226,0.425848722,0.112090044,0.388958097,0.611041903,0
Garhwa,Jharkhand,20,346,346,0.462110996,0,0.432440341,0.453147471,0.666666687,0.567559659,0.084741525,0.333333343,0,0.40146926,0.333333343,0.432159662,0,0,0,0.04391522,0,0.072845906,0.485081255,0.333333343,0.422429174,0.213276535,0.333333343,0.145130485,0,0,0,0.451542437,0.333333343,0.429229528,0.548457563,0.666666687,0.570770502,0.462110996,0.453147471,0.084741525,0.462110996,0.453147471,0.084741525,0.224441022,0.53724575,0.238313243,0.462110996,0.453147471,0.084741525
Chatra,Jharkhand,20,347,347,0.44092977,,0.423140079,0.512717128,,0.522292614,0.046353132,,0.054567281,0.454061389,,0.534524739,0.029375277,,0.034580816,0.087201551,,0.102654375,0.394002676,,0.286615014,0.087427765,,0.102920674,0,,0,0.666857064,,0.703747451,0.333142936,,0.296252549,0.44092977,0.512717128,0.046353132,0.44092977,0.512717128,0.046353132,0.39413631,0.60586369,0,0.44092977,0.512717128,0.046353132
Kodarma,Jharkhand,20,348,348,0.348684549,0.475236237,0.5,0.651315451,0.366351694,0.5,0,0.158412069,0,0.678877294,0.5,0.75,0,0,0,0,0.158412069,0,0.321122676,0.341587931,0.25,0,0,0,0,0,0,0.476973176,0.524763763,0.25,0.523026824,0.475236237,0.75,0.348684549,0.651315451,0,0.348684549,0.651315451,0,0.280664444,0.668814063,0.050521459,0.348684549,0.651315451,0
Giridih,Jharkhand,20,349,349,0.398762673,,0.397092551,0.536920071,,0.516346037,0.064317256,,0.086561404,0.685793877,,0.577125609,0,,0,0.064317256,,0.086561404,0.249888852,,0.336313009,0.093069792,,0.125258014,0,,0,0.52421087,,0.497924626,0.47578916,,0.502075374,0.398762673,0.536920071,0.064317256,0.398762673,0.536920071,0.064317256,0.403276056,0.549450099,0.04727383,0.398762673,0.536920071,0.064317256
Deoghar,Jharkhand,20,350,350,0.360662729,0.227552935,0.410517275,0.553572178,0.696596086,0.519668281,0.085765086,0.075850978,0.069814444,0.356356382,0.227552935,0.359993309,0.031519189,0,0.043184992,0.163200051,0.151701957,0.139970198,0.346019268,0.409184307,0.315859407,0.155366644,0.287411779,0.212870568,0.022026911,0.075850978,0.030179458,0.54466027,0.620745122,0.521902263,0.433312804,0.303403914,0.447918296,0.360662729,0.553572178,0.085765086,0.360662729,0.553572178,0.085765086,0.483384222,0.496577203,0.020038562,0.360662729,0.553572178,0.085765086
Godda,Jharkhand,20,351,351,0.267027378,1,0.245698318,0.662145376,0,0.754301667,0.070827246,0,0,0.39708218,0,0.452347398,0.06226201,0,0.070927531,0.128986523,0,0.066253789,0.269013405,1,0.247960776,0.189829811,0,0.216250002,0.06226201,0,0.070927531,0.455675304,1,0.379917085,0.482062697,0,0.549155354,0.267027378,0.662145376,0.070827246,0.267027378,0.662145376,0.070827246,0.337000638,0.622250497,0.040748861,0.267027378,0.662145376,0.070827246
Sahibganj,Jharkhand,20,352,352,0.242283911,0.17390272,0.288509816,0.75771606,0.82609725,0.711490214,0,0,0,0.340584874,0.52170819,0.284460127,0,0,0,0.140005529,0.34780544,0.09703096,0.399557501,0.130486384,0.475789964,0.119852088,0.130486384,0.142718926,0.040947456,0,0.048759911,0.63477385,0.52170819,0.616510689,0.324278712,0.478291839,0.334729433,0.242283911,0.75771606,0,0.242283911,0.75771606,0,0.510799646,0.456213772,0.032986626,0.242283911,0.75771606,0
Pakur,Jharkhand,20,353,353,0.249005243,0.391261846,0.248235479,0.663854778,0.513857186,0.68462646,0.087139964,0.094880983,0.067138053,0.30924952,0.743071437,0.31824401,0.024802284,0,0.027749185,0.116617359,0,0.130473331,0.524528563,0.189761966,0.495784283,0.024802284,0.067166626,0.027749185,0,0,0,0.699330509,0.581023812,0.752066433,0.300669491,0.418976188,0.247933537,0.249005243,0.663854778,0.087139964,0.249005243,0.663854778,0.087139964,0.582780719,0.302403599,0.114815682,0.249005243,0.663854778,0.087139964
Dhanbad,Jharkhand,20,354,354,0.149883896,0.209969833,0.373189688,0.850116134,0.769508898,0.626810312,0,0.020521233,0,0.455064893,0.327641815,0.767638803,0,0.045289271,0,0,0.044849768,0,0.544935107,0.509665191,0.232361197,0.151410744,0.119985588,0,0,0,0,0.394617677,0.395606399,0.429585755,0.605382323,0.604393601,0.570414245,0.149883896,0.850116134,0,0.149883896,0.850116134,0,0.253066033,0.692347646,0.054586321,0.149883896,0.850116134,0
Bokaro,Jharkhand,20,355,355,0.39603737,0.297320724,0.282322556,0.60396266,0.634373426,0.717677474,0,0.06830585,0,0.332274437,0.444736779,0.178508788,0,0.025391366,0,0.228807241,0.07580252,0.368216693,0.372700751,0.428677976,0.346711367,0.111737169,0.092758104,0.106563158,0.045519579,0.022455579,0,0.682869315,0.313290834,0.743917704,0.271611094,0.664253592,0.256082296,0.39603737,0.60396266,0,0.39603737,0.60396266,0,0.298508376,0.591924369,0.109567285,0.39603737,0.60396266,0
Lohardaga,Jharkhand,20,356,356,0.627607405,0,0.647381604,0.372392595,1,0.352618366,0,0,0,0.469043493,1,0.524169564,0,0,0,0.213319734,0,0.238390923,0.317636758,0,0.237439528,0,0,0,0,0,0,0.846492767,0,0.828451276,0.153507203,1,0.171548709,0.627607405,0.372392595,0,0.627607405,0.372392595,0,0.364374369,0.635625601,0,0.627607405,0.372392595,0
Purbi Singhbhum,Jharkhand,20,357,357,0.517515957,0.177517325,0.473212391,0.455553174,0.822482646,0.492414534,0.026930887,0,0.03437306,0.275721312,0.477475554,0.228368595,0.025258088,0,0.032237992,0.106572963,0.207407206,0.063053645,0.568303943,0.31511724,0.645524144,0.076968089,0.105144307,0.098237708,0,0,0,0.688225091,0.624787331,0.669643641,0.31177488,0.375212669,0.330356389,0.517515957,0.455553174,0.026930887,0.517515957,0.455553174,0.026930887,0.385831952,0.573614597,0.040553469,0.517515957,0.455553174,0.026930887
Palamu,Jharkhand,20,358,358,0.474360645,0.5,0.435750455,0.4109025,0.5,0.408100665,0.11473687,0,0.156148881,0.415811986,0.5,0.398937315,0,0,0,0.24325268,0,0.291047841,0.262569904,0,0.237333044,0.053405955,0.5,0.072681785,0,0,0,0.692411304,0,0.822317302,0.307588667,1,0.177682728,0.474360645,0.4109025,0.11473687,0.474360645,0.4109025,0.11473687,0.58627969,0.302545816,0.111174487,0.474360645,0.4109025,0.11473687
Latehar,Jharkhand,20,359,359,0.240246743,0.600000024,0.191406533,0.559305787,0.400000006,0.550525188,0.200447485,0,0.258068293,0.450997144,0.400000006,0.406970829,0.023606455,0,0.030392386,0.156053901,0.400000006,0.145780638,0.323326439,0.200000003,0.386463761,0.101820275,0,0.102238111,0,0,0,0.665057123,0.800000012,0.681879461,0.334942877,0.200000003,0.318120539,0.240246743,0.559305787,0.200447485,0.240246743,0.559305787,0.200447485,0.481111318,0.478715181,0.040173478,0.240246743,0.559305787,0.200447485
Hazaribagh,Jharkhand,20,360,360,0.376544774,0.200000003,0.47939229,0.623455226,0.800000012,0.52060771,0,0,0,0.313784599,0.400000006,0.259835333,0.083375171,0,0.131245822,0,0,0,0.463364542,0.300000012,0.502711177,0.284689397,0.400000006,0.22144796,0,0,0,0.546739697,0.300000012,0.633956969,0.453260273,0.699999988,0.366043001,0.376544774,0.623455226,0,0.376544774,0.623455226,0,0.315272331,0.663312197,0.021415465,0.376544774,0.623455226,0
