DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma
South 24 Parganas,West Bengal,19,343,343,0.09860003,0,0.191558868,0.568018436,1,0.586638868,0.333381504,0,0.221802264,0.464618713,1,0.51090318,0,0,0,0,0,0.191241845,0.217756048,0,0.29785496,0.4054479,0,0,0.114356302,0,0,0.666618466,0,0.495305955,0.21902521,1,0.504694045
Pashchim Medinipur,West Bengal,19,344,344,0.1427726,0,0.354475945,0.815484643,1,0.587776124,0.04174275,0,0.057747915,0.406823844,0.333333343,0.483917475,0,0,0,0.04744532,0,0.21803914,0.414706826,0.666666687,0.151828587,0.181073338,0,0.146214783,0.047881957,0,0.146214783,0.443423212,0.333333343,0.351024926,0.508694828,0.666666687,0.502760291
Purba Medinipur,West Bengal,19,345,345,0.462061226,0,0.416269273,0.425848722,1,0.413718849,0.112090044,0,0.170011863,0.430120796,0.337587357,0.334333956,0.020870032,0,0.030003048,0.120604612,0,0.112433583,0.42840457,0.337587357,0.493226349,0.071218722,0.324825257,0.110839345,0,0,0.085600503,0.521291018,0.662412643,0.498668492,0.478708982,0.337587357,0.415731013
Garhwa,Jharkhand,20,346,346,0.224441022,,0.369104147,0.53724575,,0.500600457,0.238313243,,0.130295396,0.338317096,,0.44153136,0.053445823,,0.033259615,0.155929551,,0.097035781,0.340985984,,0.315506697,0.140259415,,0.08539065,0.053445823,,0.060535494,0.525907099,,0.334605634,0.420647115,,0.604858875
Chatra,Jharkhand,20,347,347,0.39413631,0.800000012,0.380030811,0.60586369,0,0.553516865,0,0.200000003,0.066452324,0.404827535,0.400000006,0.534941614,0,0,0,0,0,0,0.405917078,0.400000006,0.364778638,0.38647753,0.200000003,0.165989235,0.068149358,0,0,0.542215824,0.600000024,0.423245043,0.389634818,0.400000006,0.576754928
Kodarma,Jharkhand,20,348,348,0.280664444,0.254158586,0.206833959,0.668814063,0.745841384,0.726717591,0.050521459,0,0.066448428,0.337514907,0.41250807,0.489161521,0,0,0,0.137039617,0.254158586,0.299369097,0.475696295,0.206254035,0.146311417,0.105163746,0.127079293,0.065157957,0,0,0,0.546807587,0.635396481,0.657629848,0.453192413,0.364603519,0.342370182
Giridih,Jharkhand,20,349,349,0.403276056,0.223904073,0.301762462,0.549450099,0.67171222,0.698237538,0.04727383,0.104383722,0,0.464408129,0.223904073,0.340020627,0,0,0.087897055,0.086692318,0.119520344,0,0.448899567,0.447808146,0.572082341,0.080605984,0.208767444,0,0,0,0.087897055,0.457388878,0.567328453,0.354258746,0.542611122,0.432671517,0.557844222
Deoghar,Jharkhand,20,350,350,0.483384222,0.285714298,0.251044273,0.496577203,0.571428597,0.624574363,0.020038562,0.142857149,0.124381326,0.297693253,0.428571433,0.356097519,0.040628277,0,0,0.148552507,0.142857149,0.159656405,0.390034169,0.428571433,0.356520146,0.205830857,0.142857149,0.168997169,0.020038562,0,0.041838825,0.548174798,0.714285731,0.476863265,0.431786627,0.285714298,0.48129791
Godda,Jharkhand,20,351,351,0.337000638,1,0.191222489,0.622250497,0,0.808777511,0.040748861,0,0,0.375775218,0,0.239469588,0,0,0,0.204166383,0,0.142696217,0.348980576,1,0.372428358,0.098692864,0,0.344191819,0,0,0.054491457,0.651019394,0,0.540206432,0.348980576,1,0.405302107
Sahibganj,Jharkhand,20,352,352,0.510799646,0.5,0.369436175,0.456213772,0,0.526379585,0.032986626,0.5,0.104184255,0.43863377,0,0.511504352,0,0,0,0.136028931,0,0.060543027,0.392350674,1,0.392494798,0.06116299,0.5,0.175288692,0,0,0,0.487629026,0.5,0.635250509,0.512370944,0.5,0.364749521
Pakur,Jharkhand,20,353,353,0.582780719,0,0.238138646,0.302403599,1,0.761861324,0.114815682,0,0,0.447022527,0,0.393972874,0,0,0.044591397,0.111221522,0.333333343,0.148026213,0.382551044,0.333333343,0.413409531,0.10712979,0.666666687,0.090733618,0,0,0,0.34405911,1,0.573207259,0.65594089,0,0.426792711
Dhanbad,Jharkhand,20,354,354,0.253066033,0.491935045,0.307676822,0.692347646,0.451474041,0.629048526,0.054586321,0.05659093,0.063274652,0.373792231,0.517210305,0.495954424,0.0201733,0,0,0.078063704,0.077292778,0.059479285,0.460018933,0.405496895,0.410108328,0.125228614,0.061086755,0.063919373,0,0,0.067175373,0.522266328,0.242732808,0.51116246,0.477733701,0.757267177,0.421662182
Bokaro,Jharkhand,20,355,355,0.298508376,0.255064428,0.347738415,0.591924369,0.581357598,0.472779334,0.109567285,0.163577959,0.179482266,0.361865699,0.324522525,0.382357001,0.047394488,0.03157033,0,0.080219865,0.03157033,0.122291952,0.492461145,0.496730089,0.410297632,0.072128877,0.161755368,0.057972495,0.014294079,0.115606733,0,0.441108227,0.302654445,0.496687889,0.544597685,0.58173883,0.503312111
Lohardaga,Jharkhand,20,356,356,0.364374369,0.39542082,0.447652072,0.635625601,0.5,0.552347958,0,0.104579173,0,0.174360067,0.19771041,0.554767549,0.075688541,0,0,0.254783034,0.093131237,0,0.235181049,0.616027117,0.191222146,0.413326591,0.093131237,0.375259519,0.075688541,0,0.052338958,0.673281729,0.581683278,0.459860384,0.2510297,0.418316692,0.487800658
Purbi Singhbhum,Jharkhand,20,357,357,0.385831952,0.391079456,0.420005679,0.573614597,0.524863183,0.52425921,0.040553469,0.084057383,0.055735108,0.331730127,0.21900174,0.32486555,0.062234771,0.013659195,0,0.082311273,0.084736727,0.143315122,0.413081676,0.558264375,0.501559615,0.178474069,0.14418219,0.059488416,0.04114804,0,0,0.492567927,0.491057336,0.602796435,0.466284037,0.508942664,0.397203565
Palamu,Jharkhand,20,358,358,0.58627969,0.57359308,0.262398928,0.302545816,0.42640692,0.602189958,0.111174487,0,0.135411114,0.545008779,0.14718616,0.526044309,0.040640626,0,0.114484139,0.041687116,0.55844152,0.240332261,0.335475504,0.14718616,0.119139291,0.121280797,0.14718616,0,0,0,0.12016613,0.608813226,0.85281384,0.412890643,0.391186774,0.14718616,0.466943234
Latehar,Jharkhand,20,359,359,0.481111318,0.217597052,0.655932188,0.478715181,0.782402933,0.299911827,0.040173478,0,0.044155981,0.609713435,0.564805925,0.382017314,0,0,0.059473645,0.068039268,0,0.049274702,0.302160531,0.326395571,0.206481144,0.040173478,0.326395571,0.30275321,0,0,0.044155981,0.33916539,0.217597052,0.256865442,0.66083461,0.782402933,0.698978603
Hazaribagh,Jharkhand,20,360,360,0.315272331,0.601612568,0.397138834,0.663312197,0.398387432,0.547335148,0.021415465,0,0.055526022,0.275595933,0.366532296,0.390449047,0,0,0,0.106031634,0,0.146563381,0.539369583,0.298790574,0.371130913,0.17797932,0.533870876,0.14994812,0.040477078,0,0,0.605695486,0.701209426,0.688623369,0.353827417,0.298790574,0.311376631
Ramgarh,Jharkhand,20,361,361,0.340740293,0.230091125,0.383672804,0.549949288,0.769908845,0.567733407,0.109310426,0,0.048593771,0.403335005,0.48245275,0.511081338,0.010925233,0,0,0.066844709,0.102044784,0.051442888,0.427569717,0.258510828,0.413577259,0.155350164,0.156991631,0.125374451,0.012160297,0,0.025721444,0.419423431,0.339565367,0.395697176,0.568416297,0.660434663,0.578581393
Dumka,Jharkhand,20,362,362,0.24975197,0.125,0.261296719,0.625372052,0.875,0.73870331,0.124875985,0,0,0.374627948,0.375,0.255675346,0,0,0,0,0.125,0,0.466222286,0.5,0.58434546,0.267981797,0.125,0.145164683,0.159149766,0,0,0.358583987,1,0.60161978,0.482266247,0,0.39838022
Jamtara,Jharkhand,20,363,363,0.488598526,0.200000003,0.493151218,0.480899572,0.800000012,0.4825719,0.030501878,0,0.024276884,0.450910211,0.200000003,0.328454703,0,0,0,0.034803435,0,0.135603279,0.355980396,0.400000006,0.424595177,0.253334403,0.400000006,0.193762034,0.053658243,0,0.031487774,0.613191426,1,0.53633666,0.333150327,0,0.432175606
Ranchi,Jharkhand,20,364,364,0.595027089,0.324575454,0.3358998,0.38917914,0.396370888,0.629995346,0.015793791,0.279053658,0.034104828,0.450077623,0.327776313,0.46090436,0.071345404,0,0.063503951,0.136453733,0.066915207,0.120276093,0.327196956,0.409984678,0.230676427,0.079480276,0.19532381,0.207999796,0.02409281,0,0,0.341025203,0.392271668,0.524207652,0.634881973,0.607728362,0.475792319
Khunti,Jharkhand,20,365,365,0.306218535,0.399082661,0.244781971,0.665863395,0.600917339,0.755218029,0.02791805,0,0,0.409437358,0.399082661,0.226955816,0,0,0,0.02791805,0.19954133,0.176888183,0.378559619,0.401376039,0.536246836,0.184084952,0.067278236,0.119818352,0,0,0,0.50365293,0.334097803,0.767196298,0.4963471,0.665902197,0.232803702
Gumla,Jharkhand,20,366,366,0.312809855,0,0.523731887,0.503608108,1,0.350625366,0.183582038,0,0.125642776,0.240487754,0,0.263044953,0,0,0,0.190426737,0,0.30119139,0.569085479,1,0.386921585,0,0,0.048842065,0,0,0,0.816432714,1,0.735148847,0.183567286,0,0.264851153
Simdega,Jharkhand,20,367,367,0,,0.546438754,0.890161037,,0.453561276,0.10983897,,0,0.231322527,,0.541625917,0,,0.07413999,0,,0.084003717,0.489656091,,0.224881008,0.279021382,,0.149489373,0,,0.056873586,0.513693511,,0.509859502,0.486306489,,0.433266938
Pashchimi Singhbhum,Jharkhand,20,368,368,0.276764214,0.392289311,0.43851018,0.557246447,0.392289311,0.56148982,0.165989339,0.215421349,0,0.521517932,0.448501915,0.571861386,0,0,0,0.167294279,0,0.153836057,0.228193134,0.551498055,0.274302572,0.08299467,0.15920876,0.152225852,0,0,0.076918028,0.590790331,0.448501915,0.648779392,0.409209669,0.551498055,0.274302572
Saraikela-kharsawan,Jharkhand,20,369,369,0.564945638,0.395355701,0.454568684,0.336632758,0.373949438,0.489373446,0.098421611,0.23069486,0.056057878,0.282807857,0,0.446372449,0,0,0,0.108251929,0,0.059155334,0.558543861,0.790711403,0.388221383,0.154617563,0.209288597,0.170904309,0,0,0,0.444884688,0.209288597,0.402653545,0.555115283,0.790711403,0.597346425
Bargarh,Odisha,21,370,370,0.40416798,0.315888256,0.430959344,0.576147974,0.421027929,0.569040656,0.01968405,0.263083816,0,0.34096846,0.289486021,0.389319211,0.074644312,0,0.119793504,0.070758864,0.157944128,0,0.476514041,0.263083816,0.490887284,0.10944102,0.289486021,0.113016337,0.0371143,0.131541908,0,0.36673218,0.736916184,0.614484072,0.596153557,0.131541908,0.385515928
Jharsuguda,Odisha,21,371,371,0.379279137,0.480025649,0.375550568,0.510752738,0.413884461,0.546624064,0.109968141,0.106089883,0.07782536,0.48483786,0.372186244,0.449754089,0.031953316,0,0.032758906,0.01846727,0.15716739,0,0.393401057,0.382293046,0.484868079,0.10183128,0.143866748,0.03261891,0.015566181,0,0,0.382441729,0.529980779,0.483387738,0.601992071,0.470019221,0.516612291
Sambalpur,Odisha,21,372,372,0.458208174,0.448258877,0.475503504,0.458759934,0.551741123,0.363445401,0.083031878,0,0.161051095,0.353899062,0.13900575,0.471753746,0,0,0,0.083885841,0.13900575,0.144014761,0.479308188,0.424576551,0.384231478,0.123165675,0.297411948,0,0,0,0,0.594082117,0.278011501,0.450897843,0.405917913,0.721988499,0.549102187
Debagarh,Odisha,21,373,373,0.444903165,0,0.36155948,0.472390056,0.800000012,0.55194211,0.082706772,0.200000003,0.086498432,0.247580007,0.333333343,0.151926845,0,0,0,0,0,0,0.542330921,0.5,0.628447831,0.444968879,0.5,0.48147732,0,0,0,0.760767639,0.666666687,0.508316815,0.239232361,0.333333343,0.491683185
Sundargarh,Odisha,21,374,374,0.434669048,0.147822291,0.350484103,0.485729098,0.649187148,0.570302367,0.079601839,0.202990547,0.079213522,0.356801271,0.462474376,0.293071836,0.017171504,0.100211188,0,0.11752338,0,0.042914093,0.452414423,0.387907952,0.589763463,0.056089424,0.123983867,0.160173506,0.024175705,0,0,0.443215489,0.457467198,0.460358173,0.532608807,0.542532802,0.539641857
Kendujhar,Odisha,21,375,375,0.370118618,0.75,0.479979753,0.572562814,0.25,0.520020247,0.057318565,0,0,0.127213523,0.5,0.181402013,0,0,0,0.066411942,0,0.063134253,0.744066894,0.25,0.636998713,0.123373918,0.25,0.059232514,0.068763666,0,0.12460243,0.326187074,0,0.194235265,0.605049253,1,0.681162298
Mayurbhanj,Odisha,21,376,376,0.255879998,0.772641003,0.403440148,0.514890075,0.227358982,0.596559823,0.229229942,0,0,0.466966271,0.158961535,0.778046131,0,0,0,0,0,0,0.4470689,0.613679469,0.221953884,0.265890867,0.227358982,0,0,0,0,0.489839256,0.841038465,0.229290083,0.510160744,0.158961535,0.770709932
Baleshwar,Odisha,21,377,377,0.412551671,0.355825216,0.321941048,0.541103542,0.644174814,0.637763679,0.046344761,0,0.040295299,0.408095628,0.297407836,0.64309293,0,0,0,0.075615913,0,0.057263248,0.516288459,0.702592134,0.299643815,0.128961921,0.202592149,0.097661696,0,0,0,0.655769169,0.5,0.635976911,0.344230831,0.5,0.364023089
Bhadrak,Odisha,21,378,378,0.304236561,1,0.459024549,0.563842833,0,0.452789515,0.131920621,0,0.088185936,0.520870268,0,0.527947426,0,0,0,0,0,0.063721113,0.479129732,1,0.34738639,0,0,0.060945082,0,0,0,0.287941366,0.5,0.395050675,0.712058663,0.5,0.604949296
Kendrapara,Odisha,21,379,379,0.4183034,0.25,0.38050136,0.58169657,0.5,0.569142818,0,0.25,0.050355852,0.393504173,,0.290889055,0,,0,0.111504361,,0.094952457,0.494991452,,0.56213063,0.105052613,,0.14003621,0.059278086,,0.055972781,0.534448266,,0.593036175,0.406273663,,0.35099104
Jagatsinghapur,Odisha,21,380,380,0.363264829,0,0.459177196,0.534562111,1,0.45356831,0.102173038,0,0.087254494,0.340072155,,0.347486854,0,,0.031153828,0.025127141,,0.054757152,0.502357721,,0.391821086,0.249489293,,0.27166456,0,,0,0.457142502,,0.484474033,0.542857528,,0.515525997
Cuttack,Odisha,21,381,381,0.359339297,0.499325067,0.51302892,0.498104036,0.32329911,0.3290281,0.142556667,0.177375808,0.157942981,0.330625474,0.438743442,0.533299148,0.039334998,0,0,0.225924358,0,0.119773023,0.40411517,0.561256588,0.277245939,0.043758497,0.149528801,0.11888209,0.037179723,0.074764401,0,0.55343318,0.600209415,0.508950174,0.409387112,0.325026184,0.491049826
Jajapur,Odisha,21,382,382,0.331412017,0.428571433,0.316652894,0.579601526,0.285714298,0.611783385,0.088986427,0.285714298,0.071563743,0.436602592,0.142857149,0.519026816,0.065042987,0,0.030604322,0.138840586,0,0.148029402,0.28600964,0.857142866,0.204870999,0.162010193,0,0.135047242,0,0,0,0.500677049,0.428571433,0.440519899,0.499322981,0.571428597,0.559480131
Dhenkanal,Odisha,21,383,383,0.331113309,0.5,0.39340055,0.603220105,0.306079626,0.554282784,0.065666609,0.193920359,0.052316654,0.648866296,0.193920359,0.637338519,0,0,0,0.05602698,0,0.043851152,0.235623568,0.5,0.272254109,0.059483156,0.306079626,0.046556227,0,0,0,0.464372754,0,0.409643441,0.535627246,1,0.590356529
Anugul,Odisha,21,384,384,0.469211251,0.585539937,0.40176478,0.429237753,0.414460063,0.519528747,0.101550989,0,0.078706466,0.368657291,0.506367445,0.466145009,0.051394917,0,0,0.058675904,0,0,0.371896476,0.493632555,0.533854961,0.200770333,0,0.102473348,0.058675904,0,0,0.478527129,0.653931797,0.392521858,0.462796956,0.346068203,0.607478142
Nayagarh,Odisha,21,385,385,0.420638323,0.413904756,0.291059256,0.526172519,0.448127002,0.568609893,0.053189136,0.137968242,0.140330836,0.455724508,0.320100158,0.374709338,0.074166477,0,0,0.114009604,0.199749619,0.066808134,0.323153138,0.320100158,0.500661969,0.071013719,0.320100158,0.124628678,0,0,0,0.564289331,0.679899871,0.498117566,0.435710698,0.320100158,0.501882434
Khordha,Odisha,21,386,386,0.295318186,0.575996876,0.508332253,0.471470565,0.315354437,0.416604131,0.233211249,0.10864868,0.075063609,0.266005963,0.463254929,0.50588578,0.026214872,0,0.049404085,0.187699869,0,0.083317816,0.44703719,0.501774788,0.361392289,0.066171855,0.140553519,0.037702892,0,0.034970287,0,0.686701953,0.483873367,0.629311442,0.313298076,0.481156349,0.370688587
Puri,Odisha,21,387,387,0.458971024,0.184733286,0.530530155,0.520888984,0.722900093,0.469469845,0.020139972,0.092366643,0,0.545071423,0.479171425,0.483807266,0,0,0,0.051646397,0.119792856,0.040320676,0.344366372,0.281242847,0.427620202,0.088433228,0.239585713,0.140608907,0.024656203,0,0.040305264,0.536556184,0.760414302,0.462680012,0.43878758,0.239585713,0.497014701
Ganjam,Odisha,21,388,388,0.322466135,0.370844364,0.200913534,0.544641614,0.314577818,0.535745442,0.132892251,0.314577818,0.263341039,0.316264451,0.314577818,0.255222768,0,0,0,0.264285088,0.685422182,0.266970515,0.329234242,0,0.418014705,0.121705607,0,0.059792016,0.059092406,0,0,0.650512815,1,0.670153737,0.290394813,0,0.329846263
Gajapati,Odisha,21,389,389,0.438264638,0.333333343,0.474273533,0.50402981,0.666666687,0.466535211,0.057705544,0,0.059191242,0.511631966,0,0.196409017,0.03888512,0,0.086795218,0.107593954,0,0.164741173,0.241312027,1,0.474108636,0.163736641,0,0.184773311,0.032828197,0,0,0.663769543,1,0.670952618,0.303402275,0,0.329047382
Kandhamal,Odisha,21,390,390,0.519981444,0.428571433,0.49810645,0.480018556,0.571428597,0.50189352,0,0,0,0.487637669,0.428571433,0.49297598,0,0,0.04743534,0.228418171,0.142857149,0.158698082,0.28394416,0.285714298,0.300890595,0.035765916,0.142857149,0,0.06011413,0,0.04743534,0.582863152,0.142857149,0.57157284,0.357022703,0.857142866,0.380991817
Bauda,Odisha,21,391,391,0.482386738,0,0.335597038,0.517613232,1,0.523374677,0,0,0.141028285,0.474180311,,0.410493344,0.057063486,,0.054721296,0.114126973,,0.159870759,0.205804467,,0.320193321,0.148824751,,0.105149455,0,,0.050428163,0.634988904,,0.637029111,0.365011096,,0.312542707
Subarnapur,Odisha,21,392,392,0.340699285,0.167257264,0.316371828,0.406337917,0.632742703,0.448922604,0.252962798,0.200000003,0.234705552,0.340173751,0.529568911,0.331143767,0,0,0,0.221308246,0.071645416,0.223365843,0.361127317,0.398785651,0.39726004,0.131911218,0,0.116185419,0.038695343,0,0,0.559311032,0.242987245,0.644278646,0.401993632,0.757012725,0.355721325
Balangir,Odisha,21,393,393,0.308471829,0.72720021,0.423439085,0.632299721,0.27279979,0.513562262,0.059228428,0,0.062998667,0.445078373,0,0.342644453,0,0,0,0.042457759,0.5,0.065738983,0.512463868,0.5,0.591616571,0.145711914,0,0.063912667,0.091112196,0,0,0.529421151,1,0.747323811,0.379466653,0,0.252676189
Nuapada,Odisha,21,394,394,0.361082941,0.5,0.206994459,0.530861974,0.5,0.72339654,0.108055063,0,0.069608971,0.37698105,,0.241848856,0,,0.137200415,0.253015876,,0.11975655,0.370003074,,0.378557026,0,,0.122637153,0,,0,0.630550146,,0.506150246,0.369449884,,0.493849754
Kalahandi,Odisha,21,395,395,0.226260856,0.35754469,0.294600517,0.603427827,0.64245528,0.646755397,0.170311317,0,0.058644056,0.127474114,0.182034597,0.246739358,0.062277082,0,0.081607863,0.254865795,0,0.170760289,0.318186104,0.635930777,0.334749997,0.299474001,0.366449803,0.247750372,0.129080117,0.092207603,0.169146523,0.676642716,0.456276804,0.669494271,0.194277138,0.451515585,0.161359206
Rayagada,Odisha,21,396,396,0.345886678,0.371400744,0.289530456,0.654113293,0.628599286,0.671533763,0,0,0.038935781,0.624207377,0.590129375,0.650678396,0.082964718,0,0,0.045340396,0,0.03479619,0.123743735,0.409870654,0.18476291,0.123743735,0,0.164558709,0,0,0,0.588692009,0.277643591,0.600103855,0.411307991,0.722356379,0.399896175
Nabarangapur,Odisha,21,397,397,0.358403474,0,0.359985769,0.496829212,1,0.51375097,0.144767314,0,0.126263261,0.290251881,0,0.225471273,0,0,0,0.06323766,0,0.056808915,0.39922291,1,0.495571494,0.247287571,0.5,0.277911812,0.062073953,0,0.055763513,0.474653006,0,0.585156441,0.463273048,1,0.359080046
Koraput,Odisha,21,398,398,0.317249537,0.329923242,0.294683546,0.529622793,0.505115151,0.594958961,0.153127685,0.164961621,0.110357523,0.185816735,0.164961621,0.371668667,0.249907076,0,0.309983879,0.128324866,0,0.159173727,0.128324866,0.670076787,0,0.307626456,0.164961621,0.159173727,0.128324866,0.164961621,0.159173727,0.393983424,0.670076787,0.327975392,0.47769171,0.164961621,0.512850881
Malkangiri,Odisha,21,399,399,0.410719007,,0.471992731,0.336579859,,0.328500599,0.252701133,,0.199506655,0.296684444,,0.304822624,0.220196858,,0.175036684,0.165427431,,0.18812874,0.17557998,,0.265569687,0.317691296,,0.066442274,0.083584651,,0.066442274,0.460620821,,0.452513188,0.455794543,,0.481044531
Koriya,Chhattisgarh,22,400,400,0.348739117,0.410366148,0.303525478,0.499358803,0.469078153,0.553159714,0.15190208,0.120555691,0.143314838,0.233983129,0.342701107,0.141260371,0.026289184,0.0170545,0.031587224,0.164428368,0.147954807,0.157007635,0.463391066,0.353099614,0.593552053,0.222473383,0.222646609,0.192270651,0.035192847,0.022172267,0.108179964,0.563473582,0.595238447,0.461117595,0.4013336,0.38258931,0.430702448
Surguja,Chhattisgarh,22,401,401,0.398701757,0.5,0.407227129,0.434468955,0.5,0.401517719,0.166829288,0,0.191255167,0.367138714,0.29641667,0,0,0,0,0.143715486,0.20358333,0.20075886,0.276065797,0.5,0.607985973,0.213080004,0.20358333,0.191255167,0,0,0,0.409426481,0.70358336,0.592772901,0.590573549,0.29641667,0.407227129
Jashpur,Chhattisgarh,22,402,402,0.418888718,1,0.445967346,0.581111312,0,0.49789077,0,0,0.056141887,0.274398327,0,0.272014439,0,0,0,0.270565718,0,0.224406794,0.311071754,0.5,0.337629139,0.220264256,1,0.33506158,0.040152848,0,0,0.526977241,0.5,0.674976885,0.432869941,0.5,0.325023085
Raigarh,Chhattisgarh,22,403,403,0.311813563,0.366436839,0.446835458,0.642040133,0.267126322,0.513014734,0.0461463,0.366436839,0.040149786,0.456735969,0,0.474715978,0,0,0,0.0461463,0,0.111509725,0.392588854,0.366436839,0.375439107,0.128240153,1,0.151447445,0.028682403,0,0.038335171,0.513305366,0.633563161,0.373555839,0.458012253,0.366436839,0.588109016
Korba,Chhattisgarh,22,404,404,0.250353724,0.422402799,0.260592699,0.500621974,0.529610455,0.641199887,0.249024302,0.047986768,0.098207437,0.361330718,0.264007062,0.297809184,0.035344671,0.043414451,0.075406544,0.109558955,0.078715965,0.147311166,0.34608537,0.484654635,0.26053226,0.188787177,0.200441927,0.306378037,0.118349232,0.043342415,0.049103718,0.443528652,0.488585114,0.528780699,0.438122094,0.468072474,0.422115624
Janjgir-champa,Chhattisgarh,22,405,405,0.297794312,0.339705616,0.263455778,0.601094484,0.660294354,0.595574617,0.101111218,0,0.140969589,0.360209733,0.471764505,0.27471897,0.020308916,0,0.028364262,0.112357005,0,0.13876991,0.43672201,0.528235495,0.420658141,0.147614762,0.132058874,0.273412466,0.051776476,0,0.028364262,0.524634898,0.528235495,0.630723715,0.423588634,0.471764505,0.340912014
Bilaspur,Chhattisgarh,22,406,406,0.465581864,0.341148674,0.477004766,0.465198517,0.509319544,0.385130435,0.069219626,0.149531767,0.137864798,0.354277909,0.207957283,0.327536643,0,0,0,0.119636938,0,0.072005354,0.526085138,0.425234109,0.527303159,0.024282711,0.366808593,0.073154837,0,0.084085435,0.053212803,0.504467249,0.623871863,0.481191486,0.495532781,0.292042702,0.465595722
Kabeerdham,Chhattisgarh,22,407,407,0.283295006,0.369168967,0.387671888,0.67822367,0.630831003,0.584589422,0.038481336,0,0.02773869,0.268361211,0,0.299664199,0,0.083163433,0,0.100039177,0.190670371,0.11915803,0.598872304,0.547667563,0.502126575,0.06724108,0.535495818,0.102996618,0.03077892,0.083163433,0,0.635993659,0.643002748,0.554397523,0.333227396,0.273833781,0.445602477
Rajnandgaon,Chhattisgarh,22,408,408,0.415073246,0.555728495,0.365313798,0.42724663,0.444271475,0.564658225,0.157680124,0,0.070027962,0.442562908,0.219265237,0.430360228,0,0,0,0.037618469,0,0.100536138,0.450423419,0.780734777,0.469103634,0.06085379,0.109632619,0.05299753,0.023865053,0,0,0.631385505,0.659620106,0.614097536,0.344749451,0.340379894,0.385902494
Durg,Chhattisgarh,22,409,409,0.347801387,0.337539047,0.342162549,0.602677286,0.594886839,0.572711885,0.049521327,0.067574121,0.08512558,0.498468637,0.206169486,0.380250484,0.014715042,0.071559571,0,0.06840653,0.068536848,0.238035277,0.295032859,0.467999935,0.344255686,0.140339971,0.291501254,0.052634988,0.030171631,0.032506008,0.079637624,0.41477558,0.404558271,0.507790744,0.555052817,0.56293571,0.412571639
Raipur,Chhattisgarh,22,410,410,0.410592765,0.305981249,0.491321802,0.450444609,0.462578475,0.458768129,0.138962612,0.231440261,0.049910076,0.446518451,0.524773121,0.408490658,0.016971463,0,0,0.02404106,0.129106775,0.080049857,0.373539984,0.251176476,0.454191983,0.222097456,0.120587833,0.140600175,0.050979048,0.02334767,0.027440043,0.427909702,0.519133508,0.388768911,0.52111125,0.457518816,0.583791018
Mahasamund,Chhattisgarh,22,411,411,0.32540223,0.333333343,0.482132196,0.478288025,0.666666687,0.392766923,0.19630976,0,0.125100866,0.37081635,0.333333343,0.436948657,0.022400368,0,0,0.066196874,0,0.121578984,0.494097173,0.666666687,0.409143984,0.068889618,0,0.064453475,0.021707918,0,0,0.560224593,0.333333343,0.48791337,0.418067515,0.666666687,0.51208663
Dhamtari,Chhattisgarh,22,412,412,0.360237271,0.326945662,0.407827973,0.574711025,0.673054338,0.530261815,0.065051734,0,0.061910179,0.501218736,0.239720628,0.508299828,0.018013999,0,0.070144095,0.061988302,0,0.041294333,0.318949908,0.760279357,0.375487894,0.09982904,0,0.050841991,0.019630652,0,0.020647166,0.440416515,0.433333695,0.423585236,0.539952874,0.566666305,0.555767596
Uttar Bastar Kanker,Chhattisgarh,22,413,413,0.381784707,1,0.395585418,0.51949048,0,0.473477811,0.098724835,0,0.130936772,0.395096481,1,0.449305743,0.058311861,0,0,0.054993939,0,0.127890527,0.461530656,0,0.34806338,0.055754792,0,0.098196968,0,0,0,0.357041508,0,0.547002077,0.642958462,1,0.452997923
Bastar,Chhattisgarh,22,414,414,0.164616019,0.226892158,0.284337848,0.600742638,0.773107827,0.528300762,0.234641373,0,0.187361404,0.438085586,0.219887257,0.36083433,0,0,0,0,0.34033826,0.117151782,0.561914444,0.21288234,0.522013903,0.169288352,0.226892158,0.061239198,0,0,0,0.917331636,0.666666687,0.771695971,0.082668342,0.333333343,0.228304014
Narayanpur,Chhattisgarh,22,415,415,0.366488159,,0.465674937,0.604629457,,0.534325063,0.028882416,,0,0.366325617,,0.332260668,0.054918334,,0,0.126647994,,0.129935741,0.426629633,,0.53780359,0.078501686,,0.20320335,0,,0,0.593209505,,0.328550011,0.406790495,,0.671449959
